YEAR,PID,OC,g1,sla_random,wd_random,sla_ocp,wd_ocp,g1_ocp
1979,2934,0.015945840403303647,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0005526231097679376,0.005926356036664071,0.17986500050744492
1980,2934,0.003549024276729575,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00012299589001542172,0.0013190136684364468,0.040032085935254154
1981,2934,0.009642455989723565,11.279744181446882,0.03465625490980366,0.3716552961006842,0.000334171412736423,0.0035836698359985276,0.10876443684494201
1982,2934,0.01081127477074548,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0003746782943548845,0.004018067526147268,0.1219484136893398
1983,2934,0.006459496584319783,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00022386196021519246,0.002400706115706727,0.07286146901205708
1984,2934,0.012803405431155795,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0004437180823356999,0.004758453436613315,0.14441913791478497
1985,2934,0.010511083634691328,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00036427479382212825,0.003906499900590262,0.11856233446911105
1986,2934,0.00818919505568297,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0002838068313558528,0.0030435577132461133,0.09237202528007356
1987,2934,0.006558006384159687,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0002272759409495579,0.002437317804535046,0.07397263435361673
1988,2934,0.012569148224818914,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00043559960487843044,0.0046713905052284625,0.14177677655464455
1989,2934,0.01860298547426837,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0006447098066796194,0.0069138980747959385,0.2098369171609195
1990,2934,0.00920130139328477,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0003188826465876086,0.003419712393832889,0.10378832585264297
1991,2934,0.008273453384852844,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0002867269094898381,0.003074872767522692,0.09332243767826587
1992,2934,0.00929998585687522,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00032230268051343646,0.0034563889973691355,0.10490146135662656
1993,2934,0.01029189037514883,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0003566783763449127,0.0038250355648117205,0.11608989057517417
1994,2934,0.011722461244001371,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00040625660504240563,0.004356714804668125,0.13222636400926105
1995,2934,0.011941305495063934,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0004138409271927749,0.004438049429596714,0.13469487117682707
1996,2934,0.010416572915725744,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00036099940625394816,0.003871374491348419,0.11749627773677464
1997,2934,0.01398064052496353,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00048451664183546736,0.005195979093982546,0.15769804861435785
1998,2934,0.01619675958233756,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0005613190287982956,0.006019611478445261,0.18269530465716613
1999,2934,0.011494487920183065,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0003983559034195232,0.004271987311501375,0.1296548832363964
2000,2934,0.014550006008746,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0005042487171782763,0.005407586791447229,0.16412034561716984
2001,2934,0.014330826726446037,11.279744181446882,0.03465625490980366,0.3716552961006842,0.000496652784099941,0.0053261276503849,0.16164805938295315
2002,2934,0.00969261281274295,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00033590966038044874,0.003602310884909267,0.1093301929775548
2003,2934,0.017147572567733402,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0005942706459917252,0.0063729861600689275,0.193420231896829
2004,2934,0.018660896065339033,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0006467167708857416,0.006935420852667671,0.21049013381359297
2005,2934,0.008124149044273282,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00028155258020357265,0.0030193830186154773,0.0916383229113488
2006,2934,0.013840847551262756,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00047967194090429386,0.005144024294948989,0.15612121963264938
2007,2934,0.01453286039053702,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0005036545142630397,0.005401214531634941,0.1639269474299398
2008,2934,0.013830223043255593,11.279744181446882,0.03465625490980366,0.3716552961006842,0.00047930373524650635,0.0051400756402796635,0.15600137790027485
2009,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
2010,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
2011,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
2012,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
2013,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
2014,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
2015,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
2016,2934,0.0,11.279744181446882,0.03465625490980366,0.3716552961006842,0.0,0.0,0.0
1979,2945,0.009904357836647924,2.824809082141122,0.04289991639082103,0.4900545378734914,0.000424896123096969,0.004853675502572191,0.02797791996973865
1980,2945,0.0056908723647618705,2.824809082141122,0.04289991639082103,0.4900545378734914,0.00024413794863911822,0.0027888378268104016,0.016075627941285257
1981,2945,0.009668385085583556,2.824809082141122,0.04289991639082103,0.4900545378734914,0.00041477291180579557,0.004738035985098606,0.0273113419993942
1982,2945,0.01362913741688454,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0005846888556633573,0.0066790206384456634,0.03849971115696484
1983,2945,0.012166201449218235,2.824809082141122,0.04289991639082103,0.4900545378734914,0.000521929024965348,0.005962102228872444,0.03436719634891015
1984,2945,0.010540192932278664,2.824809082141122,0.04289991639082103,0.4900545378734914,0.00045217339553787746,0.005165269376525261,0.029774032722620435
1985,2945,0.017526905637976927,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0007519027864590199,0.008589139642771073,0.04951016222798766
1986,2945,0.024259342664935686,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0010407237720220185,0.011888400958779731,0.06852801148668394
1987,2945,0.011846160469581413,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0005081992936972918,0.005805264694495942,0.03346314168297471
1988,2945,0.008734415847867145,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0003747057095961627,0.0042803401219214336,0.02467305721425246
1989,2945,0.007020089039131534,2.824809082141122,0.04289991639082103,0.4900545378734914,0.00030116123283486194,0.0034402264899023663,0.0198304112751781
1990,2945,0.017269610375355817,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0007408648412048199,0.008463050931750248,0.048783352233343666
1991,2945,0.010647008642502426,2.824809082141122,0.04289991639082103,0.4900545378734914,0.000456755780575703,0.005217614900036595,0.030075766710975872
1992,2945,0.01477890318271993,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0006340137108867238,0.0072424685694848865,0.041747579934631594
1993,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
1994,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
1995,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
1996,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
1997,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
1998,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
1999,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2000,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2001,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2002,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2003,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2004,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2005,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2006,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2007,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2008,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2009,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
2010,2945,0.0,2.824809082141122,0.04289991639082103,0.4900545378734914,0.0,0.0,0.0
