process,scenario,event_id,event_year,response_start,response_end,response_window_complete,anomaly_pre,t_min,anomaly_min,maximum_deficit,time_to_maximum_deficit,event_specific_incremental_loss,anomaly_end,recovered_amount,event_specific_recovery_fraction,event_specific_recovery_status,half_recovery_target,half_recovery_year,half_recovery_time,half_recovery_status,anomaly_event_year,initial_anomaly_change,initial_event_year_loss
cleaf,2y,3,1984,1984,1985,TRUE,-0.0353964456558035,1985,-0.017929995093360455,0.017929995093360455,1,0,-0.017929995093360455,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.0037517832903760048,0.0391482289461795,0
cleaf,2y,4,1986,1986,1987,TRUE,-0.017929995093360455,1987,-0.03613355507632122,0.03613355507632122,1,0.018203559982960762,-0.03613355507632122,0,0,No recovery,-0.027031775084840837,NA,NA,Not observed before next drought,-0.0021081666116793923,0.015821828481681063,0
cleaf,2y,5,1988,1988,1989,TRUE,-0.03613355507632122,1988,-0.11543066223842965,0.11543066223842965,0,0.07929710716210844,-0.11067656465364983,0.004754097584779821,0.059952976280218354,Partial recovery,-0.07578210865737543,NA,NA,Not observed before next drought,-0.11543066223842965,-0.07929710716210844,0.07929710716210844
cleaf,2y,6,1990,1990,1991,TRUE,-0.11067656465364983,1990,-0.21530479273125885,0.21530479273125885,0,0.10462822807760902,-0.21296731830044136,0.002337474430817499,0.022340762849234665,Partial recovery,-0.16299067869245434,NA,NA,Not observed before next drought,-0.21530479273125885,-0.10462822807760902,0.10462822807760902
cleaf,2y,7,1992,1992,1993,TRUE,-0.21296731830044136,1993,-0.2451083760566143,0.2451083760566143,1,0.03214105775617296,-0.2451083760566143,0,0,No recovery,-0.22903784717852782,NA,NA,Not observed before next drought,-0.2418077721123343,-0.028840453811892958,0.028840453811892958
cleaf,2y,8,1994,1994,1995,TRUE,-0.2451083760566143,1995,-0.2650405335632413,0.2650405335632413,1,0.019932157506626996,-0.2650405335632413,0,0,No recovery,-0.2550744548099278,NA,NA,Not observed before next drought,-0.25213449997252896,-0.007026123915914645,0.007026123915914645
cleaf,2y,9,1996,1996,1997,TRUE,-0.2650405335632413,1997,-0.28257682055780314,0.28257682055780314,1,0.017536286994561834,-0.28257682055780314,0,0,No recovery,-0.27380867706052225,NA,NA,Not observed before next drought,-0.2182492104812871,0.04679132308195422,0
cleaf,2y,10,1998,1998,1999,TRUE,-0.28257682055780314,1998,-0.3474495520536427,0.3474495520536427,0,0.06487273149583955,-0.21683538310150702,0.13061416895213568,2.0133909262093006,Complete recovery,-0.31501318630572295,1999,1,Observed,-0.3474495520536427,-0.06487273149583955,0.06487273149583955
cleaf,2y,11,2000,2000,2001,TRUE,-0.21683538310150702,2001,-0.191970722124033,0.191970722124033,1,0,-0.191970722124033,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.12144267701993791,0.0953927060815691,0
cleaf,2y,12,2002,2002,2003,TRUE,-0.191970722124033,2003,-0.2941568689047362,0.2941568689047362,1,0.1021861467807032,-0.2941568689047362,0,0,No recovery,-0.2430637955143846,NA,NA,Not observed before next drought,-0.21333493919573043,-0.021364217071697444,0.021364217071697444
cleaf,2y,13,2004,2004,2005,TRUE,-0.2941568689047362,2004,-0.3329788166274976,0.3329788166274976,0,0.03882194772276143,-0.32087355728633826,0.012105259341159358,0.31181483802941723,Partial recovery,-0.31356784276611693,NA,NA,Not observed before next drought,-0.3329788166274976,-0.03882194772276143,0.03882194772276143
cleaf,2y,14,2006,2006,2007,TRUE,-0.32087355728633826,2007,-1,1,1,0.6791264427136617,-1,0,0,No recovery,-0.6604367786431691,NA,NA,Not observed before next drought,-0.46202046019599663,-0.14114690290965837,0.14114690290965837
croot,8y,1,1980,1980,1987,TRUE,0,1983,-0.010992204790717549,0.010992204790717549,3,0.010992204790717549,-0.00424028567139053,0.006751919119327019,0.6142461178515095,Partial recovery,-0.0054961023953587745,1984,1,Observed,0.002420282665799006,0.002420282665799006,0
croot,8y,2,1988,1988,1995,TRUE,-0.00424028567139053,1989,-0.015167775525084401,0.015167775525084401,1,0.010927489853693871,-0.014190872426150922,9.76903098933479e-4,0.08939867362157758,Partial recovery,-0.009704030598237465,1990,1,Observed,4.907988489633229e-4,0.004731084520353853,0
croot,8y,3,1996,1996,2003,TRUE,-0.014190872426150922,1998,-0.030255614893920223,0.030255614893920223,2,0.016064742467769302,-0.023012655690019458,0.0072429592039007645,0.4508605860587131,Partial recovery,-0.02222324366003557,1999,1,Observed,0.009302785336496002,0.023493657762646926,0
croot,8y,4,2004,2004,2011,TRUE,-0.023012655690019458,2011,-0.12602724858369332,0.12602724858369332,7,0.10301459289367387,-0.12602724858369332,0,0,No recovery,-0.07451995213685639,NA,NA,Not observed before next drought,-0.0296697131921491,-0.006657057502129641,0.006657057502129641
croot,8y,5,2012,2012,2016,FALSE,-0.12602724858369332,2015,-0.23827032615131538,0.23827032615131538,3,0.11224307756762206,-0.20271196943161077,0.035558356719704615,0.3167977704307163,Partial recovery,-0.18214878736750434,NA,NA,Not observed before simulation end,-0.20737532945619055,-0.08134808087249723,0.08134808087249723
croot,6y,1,1980,1980,1985,TRUE,0,1983,-0.010992204790717549,0.010992204790717549,3,0.010992204790717549,-0.0021937726874941624,0.008798432103223387,0.8004246891991396,Partial recovery,-0.0054961023953587745,1984,1,Observed,0.002420282665799006,0.002420282665799006,0
croot,6y,2,1986,1986,1991,TRUE,-0.0021937726874941624,1989,-0.03179791695710463,0.03179791695710463,3,0.029604144269610465,-0.014768903336109505,0.017029013620995122,0.575223977626535,Partial recovery,-0.016995844822299395,1990,1,Observed,-0.005134910123536962,-0.0029411374360428,0.0029411374360428
croot,6y,3,1992,1992,1997,TRUE,-0.014768903336109505,1994,-0.04162016809090438,0.04162016809090438,2,0.026851264754794876,-0.014434260960923638,0.027185907129980744,1.0124628161184144,Complete recovery,-0.02819453571350694,1995,1,Observed,-0.010167323191424552,0.0046015801446849525,0
croot,6y,4,1998,1998,2003,TRUE,-0.014434260960923638,2003,-0.10669836537354375,0.10669836537354375,5,0.09226410441262012,-0.10669836537354375,0,0,No recovery,-0.060566313167233696,NA,NA,Not observed before next drought,-0.04217595972609498,-0.027741698765171345,0.027741698765171345
croot,6y,5,2004,2004,2009,TRUE,-0.10669836537354375,2004,-0.20689432175034989,0.20689432175034989,0,0.10019595637680613,-0.1983051133316743,0.008589208418675581,0.08572410234175733,Partial recovery,-0.15679634356194683,2008,4,Observed,-0.20689432175034989,-0.10019595637680613,0.10019595637680613
croot,6y,6,2010,2010,2015,TRUE,-0.1983051133316743,2012,-0.26324900262298917,0.26324900262298917,2,0.06494388929131487,-0.23089820125847954,0.03235080136450963,0.4981346469626357,Partial recovery,-0.23077705797733172,2013,1,Observed,-0.20578862559634178,-0.00748351226466748,0.00748351226466748
croot,6y,7,2016,2016,2016,FALSE,-0.23089820125847954,2016,-0.24355468313527576,0.24355468313527576,0,0.012656481876796216,-0.24355468313527576,0,0,No recovery,-0.23722644219687766,NA,NA,Not observed before simulation end,-0.24355468313527576,-0.012656481876796216,0.012656481876796216
croot,4y,1,1980,1980,1983,TRUE,0,1983,-0.010992204790717549,0.010992204790717549,3,0.010992204790717549,-0.010992204790717549,0,0,No recovery,-0.0054961023953587745,NA,NA,Not observed before next drought,0.002420282665799006,0.002420282665799006,0
croot,4y,2,1984,1984,1987,TRUE,-0.010992204790717549,1986,-0.00624655340443257,0.00624655340443257,2,0,0.007088295038192636,0.013334848442625207,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.003487030986461661,0.007505173804255888,0
croot,4y,3,1988,1988,1991,TRUE,0.007088295038192636,1989,-0.033845218563947795,0.033845218563947795,1,0.04093351360214043,-0.0207678768070423,0.013077341756905496,0.31947762618212366,Partial recovery,-0.013378461762877578,1990,1,Observed,-0.014091560639119708,-0.021179855677312343,0.021179855677312343
croot,4y,4,1992,1992,1995,TRUE,-0.0207678768070423,1995,-0.14292966216677166,0.14292966216677166,3,0.12216178535972937,-0.14292966216677166,0,0,No recovery,-0.08184876948690697,NA,NA,Not observed before next drought,-0.06327715582633979,-0.04250927901929749,0.04250927901929749
croot,4y,5,1996,1996,1999,TRUE,-0.14292966216677166,1997,-0.20388189935218057,0.20388189935218057,1,0.0609522371854089,-0.159053507297136,0.044828392055044575,0.7354675418833659,Partial recovery,-0.1734057807594761,1999,2,Observed,-0.08354922830817793,0.059380433858593734,0
croot,4y,6,2000,2000,2003,TRUE,-0.159053507297136,2001,-0.23449160600050412,0.23449160600050412,1,0.07543809870336812,-0.20905948522633508,0.025432120774169037,0.33712568597693937,Partial recovery,-0.19677255664882004,NA,NA,Not observed before next drought,-0.21085447160889725,-0.05180096431176126,0.05180096431176126
croot,4y,7,2004,2004,2007,TRUE,-0.20905948522633508,2007,-0.258829773972145,0.258829773972145,3,0.04977028874580994,-0.258829773972145,0,0,No recovery,-0.23394462959924006,NA,NA,Not observed before next drought,-0.21731876180896306,-0.008259276582627983,0.008259276582627983
croot,4y,8,2008,2008,2011,TRUE,-0.258829773972145,2009,-0.3022041943437576,0.3022041943437576,1,0.0433744203716126,-0.10594599275485894,0.19625820158889867,4.524745227888842,Complete recovery,-0.28051698415795134,2010,1,Observed,-0.2472149105905256,0.011614863381619406,0
croot,4y,9,2012,2012,2015,TRUE,-0.10594599275485894,2012,-0.17647541899124816,0.17647541899124816,0,0.07052942623638922,-0.16520564130722543,0.011269777684022736,0.1597883080212577,Partial recovery,-0.14121070587305357,NA,NA,Not observed before next drought,-0.17647541899124816,-0.07052942623638922,0.07052942623638922
croot,4y,10,2016,2016,2016,FALSE,-0.16520564130722543,2016,-0.21943097956530494,0.21943097956530494,0,0.054225338258079514,-0.21943097956530494,0,0,No recovery,-0.19231831043626518,NA,NA,Not observed before simulation end,-0.21943097956530494,-0.054225338258079514,0.054225338258079514
croot,2y,1,1980,1980,1981,TRUE,0,1981,-0.003667829598645394,0.003667829598645394,1,0.003667829598645394,-0.003667829598645394,0,0,No recovery,-0.001833914799322697,NA,NA,Not observed before next drought,0.002420282665799006,0.002420282665799006,0
croot,2y,2,1982,1982,1983,TRUE,-0.003667829598645394,1983,-0.03762410593469519,0.03762410593469519,1,0.03395627633604979,-0.03762410593469519,0,0,No recovery,-0.02064596776667029,NA,NA,Not observed before next drought,-0.004339351905167977,-6.715223065225828e-4,6.715223065225828e-4
croot,2y,3,1984,1984,1985,TRUE,-0.03762410593469519,1985,-0.01788006582341532,0.01788006582341532,1,0,-0.01788006582341532,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.0052164885905487575,0.04284059452524394,0
croot,2y,4,1986,1986,1987,TRUE,-0.01788006582341532,1987,-0.03476572451175152,0.03476572451175152,1,0.016885658688336202,-0.03476572451175152,0,0,No recovery,-0.02632289516758342,NA,NA,Not observed before next drought,-4.37642347522333e-4,0.017442423475892987,0
croot,2y,5,1988,1988,1989,TRUE,-0.03476572451175152,1988,-0.11802806526475364,0.11802806526475364,0,0.08326234075300212,-0.11278878358255268,0.005239281682200961,0.06292498667246575,Partial recovery,-0.07639689488825258,NA,NA,Not observed before next drought,-0.11802806526475364,-0.08326234075300212,0.08326234075300212
croot,2y,6,1990,1990,1991,TRUE,-0.11278878358255268,1990,-0.22545006613141091,0.22545006613141091,0,0.11266128254885824,-0.22374935193646775,0.0017007141949431648,0.015095817804183169,Partial recovery,-0.16911942485698178,NA,NA,Not observed before next drought,-0.22545006613141091,-0.11266128254885824,0.11266128254885824
croot,2y,7,1992,1992,1993,TRUE,-0.22374935193646775,1993,-0.25639975176465357,0.25639975176465357,1,0.03265039982818582,-0.25639975176465357,0,0,No recovery,-0.24007455185056065,NA,NA,Not observed before next drought,-0.2551074616197985,-0.031358109683330776,0.031358109683330776
croot,2y,8,1994,1994,1995,TRUE,-0.25639975176465357,1995,-0.27913201540230426,0.27913201540230426,1,0.022732263637650685,-0.27913201540230426,0,0,No recovery,-0.2677658835834789,NA,NA,Not observed before next drought,-0.2642388100891565,-0.007839058324502934,0.007839058324502934
croot,2y,9,1996,1996,1997,TRUE,-0.27913201540230426,1997,-0.295263993783671,0.295263993783671,1,0.016131978381366763,-0.295263993783671,0,0,No recovery,-0.2871980045929876,NA,NA,Not observed before next drought,-0.230785749784644,0.048346265617660256,0
croot,2y,10,1998,1998,1999,TRUE,-0.295263993783671,1998,-0.3601589121570225,0.3601589121570225,0,0.06489491837335148,-0.22492147629537423,0.13523743586164827,2.0839449259124474,Complete recovery,-0.32771145297034676,1999,1,Observed,-0.3601589121570225,-0.06489491837335148,0.06489491837335148
croot,2y,11,2000,2000,2001,TRUE,-0.22492147629537423,2001,-0.20031988050667168,0.20031988050667168,1,0,-0.20031988050667168,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.1261512886564352,0.09877018763893902,0
croot,2y,12,2002,2002,2003,TRUE,-0.20031988050667168,2003,-0.30797839603567895,0.30797839603567895,1,0.10765851552900726,-0.30797839603567895,0,0,No recovery,-0.2541491382711753,NA,NA,Not observed before next drought,-0.22416610862051228,-0.0238462281138406,0.0238462281138406
croot,2y,13,2004,2004,2005,TRUE,-0.30797839603567895,2004,-0.34630109644023005,0.34630109644023005,0,0.0383227004045511,-0.3358397176006782,0.010461378839551838,0.272981254690222,Partial recovery,-0.3271397462379545,NA,NA,Not observed before next drought,-0.34630109644023005,-0.0383227004045511,0.0383227004045511
croot,2y,14,2006,2006,2007,TRUE,-0.3358397176006782,2007,-1,1,1,0.6641602823993218,-1,0,0,No recovery,-0.6679198588003391,NA,NA,Not observed before next drought,-0.4720239747920635,-0.13618425719138527,0.13618425719138527
cwood,8y,1,1980,1980,1987,TRUE,0,1984,-0.015473919447988444,0.015473919447988444,4,0.015473919447988444,0.022437388355412712,0.037911307803401156,2.4500132581683753,Complete recovery,-0.007736959723994222,1985,1,Observed,0.03573151285073125,0.03573151285073125,0
cwood,8y,2,1988,1988,1995,TRUE,0.022437388355412712,1989,0.00852031105545358,0,NA,0.013917077299959132,0.04551712614083084,0.036996815085377256,2.6583753390150315,Complete recovery,0.015478849705433145,1991,2,Observed,0.035153653751980436,0.012716265396567724,0
cwood,8y,3,1996,1996,2003,TRUE,0.04551712614083084,1996,0.04005089556060103,0,NA,0.005466230580229811,0.09160789558013795,0.05155700001953692,9.431910941702236,Complete recovery,0.04278401085071593,1997,1,Observed,0.04005089556060103,-0.005466230580229811,0.005466230580229811
cwood,8y,4,2004,2004,2011,TRUE,0.09160789558013795,2009,0.04742713956852736,0,NA,0.04418075601161059,0.2827887507344512,0.23536161116592386,5.327242727672461,Complete recovery,0.06951751757433265,2010,1,Observed,0.1327292801757992,0.04112138459566127,0
cwood,8y,5,2012,2012,2016,FALSE,0.2827887507344512,2013,0.10533386282222375,0,NA,0.17745488791222747,0.23878488693761019,0.13345102411538645,0.7520278854273873,Partial recovery,0.1940613067783375,2014,1,Observed,0.21028877248423644,-0.07249997825021476,0.07249997825021476
cwood,6y,1,1980,1980,1985,TRUE,0,1984,-0.015473919447988444,0.015473919447988444,4,0.015473919447988444,0.03978452587426844,0.05525844532225688,3.5710697285192525,Complete recovery,-0.007736959723994222,1985,1,Observed,0.03573151285073125,0.03573151285073125,0
cwood,6y,2,1986,1986,1991,TRUE,0.03978452587426844,1990,-0.009811051812996237,0.009811051812996237,4,0.04959557768726468,0.04244378225426621,0.052254834067262446,1.0536188205482002,Complete recovery,0.014986737030636101,1991,1,Observed,0.012049166568102164,-0.027735359306166274,0.027735359306166274
cwood,6y,3,1992,1992,1997,TRUE,0.04244378225426621,1993,-0.017769489890242903,0.017769489890242903,1,0.06021327214450911,0.1189435184018391,0.136713008292082,2.2704796371799394,Complete recovery,0.012337146182011653,1994,1,Observed,0.10170491455352061,0.0592611322992544,0
cwood,6y,4,1998,1998,2003,TRUE,0.1189435184018391,2000,0.24048640032643134,0,NA,0,0.3745120383623526,0.13402563803592124,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.334500700700743,0.21555718229890392,0
cwood,6y,5,2004,2004,2009,TRUE,0.3745120383623526,2005,0.25241179797878804,0,NA,0.12210024038356454,0.29239836462113833,0.039986566642350285,0.3274896635480558,Partial recovery,0.31346191817057034,NA,NA,Not observed before next drought,0.36892134502477303,-0.005590693337579555,0.005590693337579555
cwood,6y,6,2010,2010,2015,TRUE,0.29239836462113833,2013,0.0035403946765616163,0,NA,0.2888579699445767,0.15637452909422064,0.15283413441765903,0.5290978623403861,Partial recovery,0.14796937964884996,2014,1,Observed,0.16439972539101325,-0.12799863923012508,0.12799863923012508
cwood,6y,7,2016,2016,2016,FALSE,0.15637452909422064,2016,0.004931856485120898,0,NA,0.15144267260909974,0.004931856485120898,0,0,No recovery,0.08065319278967077,NA,NA,Not observed before simulation end,0.004931856485120898,-0.15144267260909974,0.15144267260909974
cwood,4y,1,1980,1980,1983,TRUE,0,1981,0.021060102113650635,0,NA,0,0.02167438691585235,6.142848022017144e-4,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.03573151285073125,0.03573151285073125,0
cwood,4y,2,1984,1984,1987,TRUE,0.02167438691585235,1984,0.01832713696563936,0,NA,0.003347249950212988,0.04573389321733431,0.027406756251694947,8.187842754303734,Complete recovery,0.020000761940745855,1985,1,Observed,0.01832713696563936,-0.003347249950212988,0.003347249950212988
cwood,4y,3,1988,1988,1991,TRUE,0.04573389321733431,1988,0.0351641042200093,0,NA,0.010569788997325011,0.15277839751189143,0.11761429329188214,11.127402195223368,Complete recovery,0.0404489987186718,1989,1,Observed,0.0351641042200093,-0.010569788997325011,0.010569788997325011
cwood,4y,4,1992,1992,1995,TRUE,0.15277839751189143,1993,0.14096229144110864,0,NA,0.01181610607078279,0.35066685841232775,0.20970456697121911,17.747349737300276,Complete recovery,0.14687034447650005,1994,1,Observed,0.2980382136150438,0.14525981610315236,0
cwood,4y,5,1996,1996,1999,TRUE,0.35066685841232775,1998,0.278186578243317,0,NA,0.07248028016901076,0.40811517690048393,0.12992859865716694,1.7926061868717562,Complete recovery,0.3144267183278224,1999,1,Observed,0.3048540767608954,-0.04581278165143238,0.04581278165143238
cwood,4y,6,2000,2000,2003,TRUE,0.40811517690048393,2003,0.11101324206888044,0,NA,0.2971019348316035,0.11101324206888044,0,0,No recovery,0.2595642094846822,NA,NA,Not observed before next drought,0.39885231329742105,-0.009262863603062887,0.009262863603062887
cwood,4y,7,2004,2004,2007,TRUE,0.11101324206888044,2005,0.06630721585013753,0,NA,0.04470602621874291,0.08196698394517615,0.01565976809503862,0.3502831591073799,Partial recovery,0.08866022895950898,2006,1,Observed,0.13417409126548333,0.023160849196602884,0
cwood,4y,8,2008,2008,2011,TRUE,0.08196698394517615,2009,0.007926309514222485,0,NA,0.07404067443095366,0.1951934440093001,0.18726713449507762,2.5292467408534054,Complete recovery,0.044946646729699315,2010,1,Observed,0.11353366606018307,0.03156668211500692,0
cwood,4y,9,2012,2012,2015,TRUE,0.1951934440093001,2013,0.0035871031114260332,0,NA,0.19160634089787407,0.0754643837553042,0.07187728064387817,0.3751299685963351,Partial recovery,0.09939027356036306,NA,NA,Not observed before next drought,0.12642670065740547,-0.06876674335189464,0.06876674335189464
cwood,4y,10,2016,2016,2016,FALSE,0.0754643837553042,2016,0.0148838893214359,0,NA,0.0605804944338683,0.0148838893214359,0,0,No recovery,0.04517413653837005,NA,NA,Not observed before simulation end,0.0148838893214359,-0.0605804944338683,0.0605804944338683
cwood,2y,1,1980,1980,1981,TRUE,0,1981,0.021060102113650635,0,NA,0,0.021060102113650635,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.03573151285073125,0.03573151285073125,0
cwood,2y,2,1982,1982,1983,TRUE,0.021060102113650635,1983,0.06855192035591093,0,NA,0,0.06855192035591093,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.10399834730546388,0.08293824519181325,0
cwood,2y,3,1984,1984,1985,TRUE,0.06855192035591093,1984,0.08047261346166051,0,NA,0,0.0874200596480596,0.006947446186399087,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.08047261346166051,0.011920693105749586,0
cwood,2y,4,1986,1986,1987,TRUE,0.0874200596480596,1986,0.07671795367215303,0,NA,0.010702105975906567,0.139259423945722,0.06254147027356896,5.843847034814203,Complete recovery,0.08206900666010632,1987,1,Observed,0.07671795367215303,-0.010702105975906567,0.010702105975906567
cwood,2y,5,1988,1988,1989,TRUE,0.139259423945722,1988,0.32736249413726703,0,NA,0,0.35723380901030244,0.029871314873035404,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.32736249413726703,0.18810307019154504,0
cwood,2y,6,1990,1990,1991,TRUE,0.35723380901030244,1991,0.17884902715959855,0,NA,0.1783847818507039,0.17884902715959855,0,0,No recovery,0.2680414180849505,NA,NA,Not observed before next drought,0.2895858728317487,-0.06764793617855375,0.06764793617855375
cwood,2y,7,1992,1992,1993,TRUE,0.17884902715959855,1993,-0.08872302261401058,0.08872302261401058,1,0.26757204977360916,-0.08872302261401058,0,0,No recovery,0.045063002272794,NA,NA,Not observed before next drought,-0.06968197251965802,-0.24853099967925657,0.24853099967925657
cwood,2y,8,1994,1994,1995,TRUE,-0.08872302261401058,1995,-0.06568365185195879,0.06568365185195879,1,0,-0.06568365185195879,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.02269416956401385,0.06602885304999673,0
cwood,2y,9,1996,1996,1997,TRUE,-0.06568365185195879,1997,-0.14931400287691707,0.14931400287691707,1,0.08363035102495828,-0.14931400287691707,0,0,No recovery,-0.10749882736443793,NA,NA,Not observed before next drought,-0.12495009774743987,-0.05926644589548108,0.05926644589548108
cwood,2y,10,1998,1998,1999,TRUE,-0.14931400287691707,1998,-0.15487502139711648,0.15487502139711648,0,0.005561018520199412,-0.026131196213957264,0.12874382518315922,23.15112325476352,Complete recovery,-0.15209451213701677,1999,1,Observed,-0.15487502139711648,-0.005561018520199412,0.005561018520199412
cwood,2y,11,2000,2000,2001,TRUE,-0.026131196213957264,2001,0.18748027987422053,0,NA,0,0.18748027987422053,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.21145912578895898,0.23759032200291624,0
cwood,2y,12,2002,2002,2003,TRUE,0.18748027987422053,2003,-0.1121877005082346,0.1121877005082346,1,0.2996679803824551,-0.1121877005082346,0,0,No recovery,0.03764628968299297,NA,NA,Not observed before next drought,0.02758026264547433,-0.1599000172287462,0.1599000172287462
cwood,2y,13,2004,2004,2005,TRUE,-0.1121877005082346,2005,-0.3858999420341026,0.3858999420341026,1,0.27371224152586804,-0.3858999420341026,0,0,No recovery,-0.24904382127116859,NA,NA,Not observed before next drought,-0.23347549702765888,-0.12128779651942428,0.12128779651942428
cwood,2y,14,2006,2006,2007,TRUE,-0.3858999420341026,2007,-1,1,1,0.6141000579658974,-1,0,0,No recovery,-0.6929499710170512,NA,NA,Not observed before next drought,-0.4236475566572496,-0.03774761462314702,0.03774761462314702
csap,8y,1,1980,1980,1987,TRUE,0,1984,-0.010069334746506146,0.010069334746506146,4,0.010069334746506146,-0.0025920682328995455,0.007477266513606601,0.7425780055828475,Partial recovery,-0.005034667373253073,1985,1,Observed,0.00764615229780558,0.00764615229780558,0
csap,8y,2,1988,1988,1995,TRUE,-0.0025920682328995455,1995,-0.012564982049296508,0.012564982049296508,7,0.009972913816396964,-0.012564982049296508,0,0,No recovery,-0.0075785251410980265,NA,NA,Not observed before next drought,9.154536845448402e-4,0.0035075219174443856,0
csap,8y,3,1996,1996,2003,TRUE,-0.012564982049296508,2001,0.004798148073681572,0,NA,0,0.00973545343915078,0.004937305365469208,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,0.024223709332846902,0.03678869138214341,0
csap,8y,4,2004,2004,2011,TRUE,0.00973545343915078,2011,-0.07716674826117613,0.07716674826117613,7,0.0869022017003269,-0.07716674826117613,0,0,No recovery,-0.03371564741101268,NA,NA,Not observed before next drought,0.01808226751087942,0.008346814071728641,0
csap,8y,5,2012,2012,2016,FALSE,-0.07716674826117613,2015,-0.1846949501155944,0.1846949501155944,3,0.10752820185441826,-0.14726161249035888,0.03743333762523551,0.34812576588899224,Partial recovery,-0.13093084918838527,NA,NA,Not observed before simulation end,-0.12049989213555024,-0.043333143874374105,0.043333143874374105
csap,6y,1,1980,1980,1985,TRUE,0,1984,-0.010069334746506146,0.010069334746506146,4,0.010069334746506146,6.908594645339193e-4,0.010760194211040065,1.0686102390998207,Complete recovery,-0.005034667373253073,1985,1,Observed,0.00764615229780558,0.00764615229780558,0
csap,6y,2,1986,1986,1991,TRUE,6.908594645339193e-4,1989,-0.042028881952134146,0.042028881952134146,3,0.04271974141666807,-0.0013995138757308255,0.04062936807640332,0.9510677436018108,Partial recovery,-0.020669011243800113,1990,1,Observed,-0.0033165757338896283,-0.004007435198423548,0.004007435198423548
csap,6y,3,1992,1992,1997,TRUE,-0.0013995138757308255,1993,-0.05439659356658997,0.05439659356658997,1,0.05299707969085914,0.030135598821476806,0.08453219238806678,1.5950349128887336,Complete recovery,-0.027898053721160398,1994,1,Observed,0.02548063623923389,0.026880150114964717,0
csap,6y,4,1998,1998,2003,TRUE,0.030135598821476806,2000,0.0014657017598829602,0,NA,0.028669897061593848,0.007649906799877562,0.006184205039994602,0.21570377552136225,Partial recovery,0.015800650290679882,2001,1,Observed,0.04793391280367125,0.017798313982194443,0
csap,6y,5,2004,2004,2009,TRUE,0.007649906799877562,2005,-0.12864058139133502,0.12864058139133502,1,0.1362904881912126,-0.1217649257441115,0.006875655647223519,0.05044853634669739,Partial recovery,-0.06049533729572873,2008,3,Observed,-0.10327179041982218,-0.11092169721969974,0.11092169721969974
csap,6y,6,2010,2010,2015,TRUE,-0.1217649257441115,2012,-0.2403296521494936,0.2403296521494936,2,0.11856472640538208,-0.20633489379647363,0.03399475835301996,0.2867189878783106,Partial recovery,-0.18104728894680255,2013,1,Observed,-0.1501589956924582,-0.028394069948346687,0.028394069948346687
csap,6y,7,2016,2016,2016,FALSE,-0.20633489379647363,2016,-0.23429637592940028,0.23429637592940028,0,0.02796148213292665,-0.23429637592940028,0,0,No recovery,-0.22031563486293695,NA,NA,Not observed before simulation end,-0.23429637592940028,-0.02796148213292665,0.02796148213292665
csap,4y,1,1980,1980,1983,TRUE,0,1983,-0.007142333677058632,0.007142333677058632,3,0.007142333677058632,-0.007142333677058632,0,0,No recovery,-0.003571166838529316,NA,NA,Not observed before next drought,0.00764615229780558,0.00764615229780558,0
csap,4y,2,1984,1984,1987,TRUE,-0.007142333677058632,1984,-0.004825252225131027,0.004825252225131027,0,0,0.025040198750396096,0.029865450975527123,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.004825252225131027,0.002317081451927605,0
csap,4y,3,1988,1988,1991,TRUE,0.025040198750396096,1989,-0.034782087151798396,0.034782087151798396,1,0.05982228590219449,0.017414594651469707,0.0521966818032681,0.8725290419126787,Partial recovery,-0.004870944200701152,1990,1,Observed,-0.014695381587350185,-0.03973558033774628,0.03973558033774628
csap,4y,4,1992,1992,1995,TRUE,0.017414594651469707,1995,-0.05799675555651154,0.05799675555651154,3,0.07541135020798125,-0.05799675555651154,0,0,No recovery,-0.02029108045252092,NA,NA,Not observed before next drought,0.03961022673347391,0.022195632082004205,0
csap,4y,5,1996,1996,1999,TRUE,-0.05799675555651154,1997,-0.11497553486220169,0.11497553486220169,1,0.05697877930569015,-0.050074823184044166,0.06490071167815753,1.1390330307001904,Complete recovery,-0.08648614520935662,1999,2,Observed,0.002313250067412927,0.06031000562392447,0
