npp_case,target_mean_npp,npp_rate,day,year,npp_daily,leaf,root,sapwood,heartwood,height,storage,total_demand,carbon_allocated,leaf_demand,root_demand,sapwood_demand,delta_leaf,delta_root,delta_sapwood,unmet_storage_deficit,unpaid_carbon_deficit,leaf_turnover,root_turnover,sapwood_turnover,storage_turnover,heartwood_turnover,leaf_root_residual,pipe_model_residual
1,3.5000000000000000,5.0000000000000000,3073,8.4191780821917810,0.13698630136986301E-001,2.0129400121020034,2.0129400121020034,9.3345704453344371,21.621675559264713,13.218782894866793,11.279579942824563,0.72608079945237942E-002,0.72608079945237942E-002,0.18378829225527713E-002,0.18378829225527713E-002,0.35850421494182513E-002,0.18378829225527713E-002,0.18378829225527713E-002,0.35850421494182513E-002,0.0000000000000000,0.0000000000000000,0.13796710158341353E-002,0.13796710158341353E-002,0.12788834696991966E-002,0.15453596304732928E-002,0.39490030275977667E-003,0.0000000000000000,1.5581729360045280
1,3.5000000000000000,5.0000000000000000,3074,8.4219178082191775,0.13698630136986301E-001,2.0133983283366974,2.0133983283366974,9.3368772084424236,21.622559842324080,13.219055408577375,11.284469977993716,0.72625653777543368E-002,0.72625653777543368E-002,0.18383013809150717E-002,0.18383013809150717E-002,0.35859626159241939E-002,0.18383013809150717E-002,0.18383013809150717E-002,0.35859626159241939E-002,0.0000000000000000,0.0000000000000000,0.13799851462211771E-002,0.13799851462211771E-002,0.12791995079384057E-002,0.15460295900799718E-002,0.39491644857104504E-003,0.0000000000000000,1.5585544832736353
1,3.5000000000000000,5.0000000000000000,3075,8.4246575342465757,0.13698630136986301E-001,2.0138567489231205,2.0138567489231205,9.3391845761457031,21.623444425353231,13.219327977057931,11.289357585712191,0.72643232013972292E-002,0.72643232013972292E-002,0.18387199345540617E-002,0.18387199345540617E-002,0.35868833322891059E-002,0.18387199345540615E-002,0.18387199345540615E-002,0.35868833322891059E-002,0.0000000000000000,0.0000000000000000,0.13802993481309941E-002,0.13802993481309941E-002,0.12795156290102347E-002,0.15466992171136033E-002,0.39493259985980052E-003,0.0000000000000000,1.5589361239102928
1,3.5000000000000000,5.0000000000000000,3076,8.4273972602739722,0.13698630136986301E-001,2.0143152738850318,2.0143152738850318,9.3414925486113543,21.624329308429541,13.219600600314394,11.294242765872045,0.72660814655714501E-002,0.72660814655714501E-002,0.18391385834914344E-002,0.18391385834914344E-002,0.35878042985885809E-002,0.18391385834914344E-002,0.18391385834914344E-002,0.35878042985885809E-002,0.0000000000000000,0.0000000000000000,0.13806136215798711E-002,0.13806136215798711E-002,0.12798318329375743E-002,0.15473685115593981E-002,0.39494875662745627E-003,0.0000000000000000,1.5593178579406306
1,3.5000000000000000,5.0000000000000000,3077,8.4301369863013704,0.13698630136986301E-001,2.0147739032461964,2.0147739032461964,9.3438011260065093,21.625214491630409,13.219873278352694,11.299125518365233,0.72678401703960057E-002,0.72678401703960057E-002,0.18395573277488874E-002,0.18395573277488874E-002,0.35887255148982309E-002,0.18395573277488876E-002,0.18395573277488876E-002,0.35887255148982309E-002,0.0000000000000000,0.0000000000000000,0.13809279665840963E-002,0.13809279665840963E-002,0.12801481197433223E-002,0.15480374734025530E-002,0.39496491887542544E-003,0.0000000000000000,1.5596996853907825
1,3.5000000000000000,5.0000000000000000,3078,8.4328767123287669,0.13698630136986301E-001,2.0152326370303846,2.0152326370303846,9.3461103084983517,21.626099975033256,13.220146011178763,11.304005843083601,0.72695993159899216E-002,0.72695993159899216E-002,0.18399761673481244E-002,0.18399761673481244E-002,0.35896469812936723E-002,0.18399761673481244E-002,0.18399761673481244E-002,0.35896469812936723E-002,0.0000000000000000,0.0000000000000000,0.13812423831599621E-002,0.13812423831599621E-002,0.12804644894503839E-002,0.15487061026282507E-002,0.39498108660512165E-003,0.0000000000000000,1.5600816062868681
1,3.5000000000000000,5.0000000000000000,3079,8.4356164383561651,0.13698630136986301E-001,2.0156914752613719,2.0156914752613719,9.3484200962541202,21.626985758715520,13.220418798798534,11.308883739918894,0.72713589024722431E-002,0.72713589024722431E-002,0.18403951023108535E-002,0.18403951023108535E-002,0.35905686978505366E-002,0.18403951023108532E-002,0.18403951023108532E-002,0.35905686978505366E-002,0.0000000000000000,0.0000000000000000,0.13815568713237642E-002,0.13815568713237642E-002,0.12807809420816716E-002,0.15493743992216599E-002,0.39499725981795904E-003,0.0000000000000000,1.5604636206550175
1,3.5000000000000000,5.0000000000000000,3080,8.4383561643835616,0.13698630136986301E-001,2.0161504179629390,2.0161504179629390,9.3507304894411050,21.627871842754661,13.220691641217934,11.313759208762750,0.72731189299620573E-002,0.72731189299620573E-002,0.18408141326587872E-002,0.18408141326587872E-002,0.35914906646444824E-002,0.18408141326587875E-002,0.18408141326587875E-002,0.35914906646444824E-002,0.0000000000000000,0.0000000000000000,0.13818714310918018E-002,0.13818714310918018E-002,0.12810974776601050E-002,0.15500423631679340E-002,0.39501343851535195E-003,0.0000000000000000,1.5608457285213326
1,3.5000000000000000,5.0000000000000000,3081,8.4410958904109581,0.13698630136986301E-001,2.0166094651588722,2.0166094651588722,9.3530414882266477,21.628758227228172,13.220964538442898,11.318632249506706,0.72748793985784252E-002,0.72748793985784252E-002,0.18412332584136430E-002,0.18412332584136430E-002,0.35924128817511388E-002,0.18412332584136430E-002,0.18412332584136430E-002,0.35924128817511388E-002,0.0000000000000000,0.0000000000000000,0.13821860624803786E-002,0.13821860624803786E-002,0.12814140962086106E-002,0.15507099944522137E-002,0.39502962269871527E-003,0.0000000000000000,1.5612279299119329
1,3.5000000000000000,5.0000000000000000,3082,8.4438356164383563,0.13698630136986301E-001,2.0170686168729635,2.0170686168729635,9.3553530927781434,21.629644912213553,13.221237490479357,11.323502862042192,0.72766403084404529E-002,0.72766403084404529E-002,0.18416524795971435E-002,0.18416524795971435E-002,0.35933353492461663E-002,0.18416524795971435E-002,0.18416524795971435E-002,0.35933353492461663E-002,0.0000000000000000,0.0000000000000000,0.13825007655058009E-002,0.13825007655058009E-002,0.12817307977501225E-002,0.15513772930596237E-002,0.39504581236946435E-003,0.0000000000000000,1.5616102248529273
1,3.5000000000000000,4.9535660075631940,3083,8.4465753424657528,0.13571413719351217E-001,2.0175278731290103,2.0175278731290103,9.3576653032630404,21.630531897788334,13.221510497333242,11.328243847269807,0.72784016596673055E-002,0.72784016596673055E-002,0.18420717962310169E-002,0.18420717962310169E-002,0.35942580672052721E-002,0.18420717962310171E-002,0.18420717962310171E-002,0.35942580672052721E-002,0.0000000000000000,0.0000000000000000,0.13828155401843798E-002,0.13828155401843798E-002,0.12820475823075818E-002,0.15520268320687500E-002,0.39506200752901469E-003,0.0000000000000000,1.5619926133704283
