scenario_id,day,year,trait_case,state_case,background_mode,npp_rate,initial_storage,allometric_adjustment_days,max_allocation_fraction,leaf,root,sapwood,heartwood,height,storage,living_carbon,structural_carbon,total_carbon,npp_daily,storage_after_npp_unclamped,unmet_storage_deficit,carbon_to_allocate,total_demand_daily,leaf_demand_daily,root_demand_daily,sapwood_demand_daily,delta_leaf,delta_root,delta_sapwood,leaf_starvation_loss,root_starvation_loss,sapwood_starvation_loss,sapwood_to_heartwood_starvation,starvation_carbon_loss,unpaid_carbon_deficit,leaf_turnover_loss,root_turnover_loss,sapwood_turnover_loss,storage_turnover_loss,heartwood_turnover_loss,sapwood_to_heartwood_turnover,total_sapwood_to_heartwood,turnover_carbon_loss,storage_fraction_total,storage_fraction_living,leaf_root_residual,pipe_residual,structural_balance_error,storage_balance_error,whole_plant_balance_error
989,3510,9.6164383561643838,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.75667988143777420,0.75667988143777420,3.9604935396709857,20.773241947406042,12.638622852976209,0.0000000000000000,5.4738533025465337,26.247095249952576,26.247095249952576,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.26825032276412935E-2,0.97954688991181088E-3,0.97954688991181088E-3,0.72340944781767189E-3,0.50022122651967457E-3,0.50022122651967457E-3,0.36942056065928118E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.51862911681821401E-3,0.51862911681821401E-3,0.54260769141950766E-3,0.0000000000000000,0.37941696359229622E-3,0.54260769141950766E-3,0.54260769141950766E-3,0.14166751972287243E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.94749987444480510,-0.21684043449710089E-18,0.0000000000000000,-0.32612801348363973E-15
989,3540,9.6986301369863011,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.75613092307234220,0.75613092307234220,3.9553140643457554,20.778125275721642,12.638592587363545,0.0000000000000000,5.4675759104904396,26.245701186212081,26.245701186212081,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.26765949842084357E-2,0.97706587469065459E-3,0.97706587469065459E-3,0.72246323482712661E-3,0.50005563470845941E-3,0.50005563470845941E-3,0.36975174428171138E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.51825286022778763E-3,0.51825286022778763E-3,0.54189807704421917E-3,0.0000000000000000,0.37950617139389939E-3,0.54189807704421917E-3,0.54189807704421917E-3,0.14160118918494747E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.94099733208692271,0.0000000000000000,0.0000000000000000,-0.95258002874576420E-15
989,3570,9.7808219178082183,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.75558820454171161,0.75558820454171161,3.9501657738197986,20.782984712393009,12.638563066816973,0.0000000000000000,5.4613421829032216,26.244326895296233,26.244326895296233,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.26707058966040360E-2,0.97459158922490337E-3,0.97459158922490337E-3,0.72152271815422917E-3,0.49988917658008291E-3,0.49988917658008291E-3,0.37008466053846433E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.51788088042612173E-3,0.51788088042612173E-3,0.54119273514451277E-3,0.0000000000000000,0.37959494273243099E-3,0.54119273514451277E-3,0.54119273514451277E-3,0.14153567035846745E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.93449821724765059,0.0000000000000000,0.0000000000000000,0.41073915102440850E-14
989,3600,9.8630136986301373,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.75505157395256406,0.75505157395256406,3.9450485905051695,20.787820398484527,12.638534297844688,0.0000000000000000,5.4551517384102972,26.242972136894824,26.242972136894824,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.26648366629429855E-2,0.97212438964949821E-3,0.97212438964949821E-3,0.72058788364398889E-3,0.49972190213884579E-3,0.49972190213884579E-3,0.37041920942093841E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.51751307330539001E-3,0.51751307330539001E-3,0.54049165509044656E-3,0.0000000000000000,0.37968328018465056E-3,0.54049165509044656E-3,0.54049165509044656E-3,0.14147094267954307E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.92800415390512647,0.21684043449710089E-18,0.0000000000000000,0.34759521649885272E-14
989,3630,9.9452054794520546,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.75452088396655748,0.75452088396655748,3.9399624341777253,20.792632474658799,12.638506286644107,0.0000000000000000,5.4490042021108405,26.241636676769637,26.241636676769637,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.26589879519547830E-2,0.96966461764769695E-3,0.96966461764769695E-3,0.71965871665938903E-3,0.49955386011857805E-3,0.49955386011857805E-3,0.37075529346147394E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.51714933787975147E-3,0.51714933787975147E-3,0.53979482589090635E-3,0.0000000000000000,0.37977118631998596E-3,0.53979482589090635E-3,0.53979482589090635E-3,0.14140698620794890E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.92151670494539495,0.0000000000000000,0.0000000000000000,-0.19407218887490529E-14
989,3650,10.000000000000000,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.75417032022491171,0.75417032022491171,3.9365888597340244,20.795827478097731,12.638488036417694,0.0000000000000000,5.4449295001838482,26.240756978281581,26.240756978281581,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.26551005300778129E-2,0.96802905844458958E-3,0.96802905844458958E-3,0.71904241318863362E-3,0.49944142917627676E-3,0.49944142917627676E-3,0.37098015534607653E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.51690906115484016E-3,0.51690906115484016E-3,0.53933262909083770E-3,0.0000000000000000,0.37982955205517250E-3,0.53933262909083770E-3,0.53933262909083770E-3,0.14136476743648529E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.91719615851836167,0.0000000000000000,0.0000000000000000,0.46505767986593227E-14
990,30,0.82191780821917804E-1,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.99348170317385465,0.99348170317385465,4.7333949718148727,20.008506408083811,12.639457276170907,0.0000000000000000,6.7203583781625822,26.728864786246394,26.728864786246394,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.27160780969473336E-2,0.92574613393626146E-3,0.92574613393626146E-3,0.86458582907481061E-3,0.46690313889688316E-3,0.46690313889688316E-3,0.43605673590486389E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.68093331266199763E-3,0.68093331266199763E-3,0.64849910560554501E-3,0.0000000000000000,0.36544700193571035E-3,0.64849910560554501E-3,0.64849910560554501E-3,0.17273136272597056E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.62012519831238677E-1,0.0000000000000000,0.0000000000000000,0.11134756311426131E-14
990,60,0.16438356164383561,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.98716209167677138,0.98716209167677138,4.7269676686777879,20.016981956403100,12.639666539394808,0.0000000000000000,6.7012918520313303,26.718273808434432,26.718273808434432,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.27395457079401929E-2,0.93806659346466553E-3,0.93806659346466553E-3,0.86341252101086177E-3,0.46906416894197255E-3,0.46906416894197255E-3,0.43173467581468500E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.67660184487784193E-3,0.67660184487784193E-3,0.64761853249455928E-3,0.0000000000000000,0.36560182538257518E-3,0.64761853249455928E-3,0.64761853249455928E-3,0.17188055151382590E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.12137737047073749,0.0000000000000000,0.0000000000000000,0.27560419224581523E-15
990,90,0.24657534246575341,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.98103323991139335,0.98103323991139335,4.7204412849849593,20.025426238531669,12.639862472909886,0.0000000000000000,6.6825077648077462,26.707934003339414,26.707934003339414,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.27618034026216909E-2,0.94979116751554816E-3,0.94979116751554816E-3,0.86222106759059462E-3,0.47109935120005731E-3,0.47109935120005731E-3,0.42766431129851547E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.67240112399684262E-3,0.67240112399684262E-3,0.64672438484517872E-3,0.0000000000000000,0.36575607799497383E-3,0.64672438484517872E-3,0.64672438484517872E-3,0.17105583259886591E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.17821541320943268,0.0000000000000000,0.0000000000000000,0.44961864092973869E-14
990,120,0.32876712328767121,1,2,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.50000000000000001E-2,0.97508767873649016,0.97508767873649016,4.7138234651944675,20.033838880903314,12.640045821927002,0.0000000000000000,6.6639988226674483,26.697837703570762,26.697837703570762,0.13698630136986301E-2,0.13698630136986301E-2,0.0000000000000000,0.13698630136986301E-2,0.27829049457238500E-2,0.96094603851400379E-3,0.96094603851400379E-3,0.86101286869584267E-3,0.47301810949139654E-3,0.47301810949139654E-3,0.42382679471583711E-3,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.66832603066243332E-3,0.66832603066243332E-3,0.64581770998691163E-3,0.0000000000000000,0.36590975293052526E-3,0.64581770998691163E-3,0.64581770998691163E-3,0.17025618142553918E-2,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.23263488535887511,0.0000000000000000,0.0000000000000000,0.13418086086680603E-14
