npp_case,target_mean_npp,anomaly_sd,persistence,seasonal_amplitude,minimum_npp_bound,maximum_npp_bound,realized_mean_npp,realized_minimum_npp,realized_maximum_npp,negative_day_fraction,lag_one_autocorrelation,simulation_days,final_leaf,final_root,final_sapwood,final_heartwood,final_storage,final_living_carbon,final_stem_carbon,final_structural_carbon,final_total_plant_carbon,final_height,final_leaf_root_residual,final_pipe_model_residual
1,3.5000000000000000,2.5000000000000000,0.90000000000000002,0.0000000000000000,-3.5000000000000000,5.0000000000000000,3.4999999999999996,-3.5000000000000000,5.0000000000000000,0.49315068493150684E-001,0.88445893254277497,3650,2.2955113607524380,2.2955113607524380,10.771608077738176,22.184320951990973,11.477762589988886,15.362630799243052,32.955929029729148,37.546951751234026,49.024714341222911,13.385312772383054,0.0000000000000000,1.7946679585031298
