scenario_id,status,fail_day,failure_reason,trait_case,state_case,background_mode,npp_rate,initial_storage,allometric_adjustment_days,max_allocation_fraction,initial_leaf,initial_root,initial_sapwood,initial_heartwood,initial_height,initial_living_carbon,initial_structural_carbon,initial_total_carbon,final_leaf,final_root,final_sapwood,final_heartwood,final_height,final_storage,final_living_carbon,final_structural_carbon,final_total_carbon,net_living_carbon_change,net_total_carbon_change,cumulative_npp,cumulative_positive_npp,cumulative_structural_allocation,cumulative_unmet_storage_deficit,cumulative_leaf_starvation_loss,cumulative_root_starvation_loss,cumulative_sapwood_starvation_loss,cumulative_sapwood_to_heartwood_starvation,cumulative_starvation_carbon_loss,cumulative_unpaid_carbon_deficit,cumulative_leaf_turnover_loss,cumulative_root_turnover_loss,cumulative_sapwood_turnover_loss,cumulative_storage_turnover_loss,cumulative_heartwood_turnover_loss,cumulative_sapwood_to_heartwood_turnover,cumulative_total_sapwood_to_heartwood,cumulative_turnover_carbon_loss,final_leaf_root_residual,final_pipe_residual,final_storage_fraction_total,final_storage_fraction_living,max_storage_fraction_total,max_storage_fraction_living,structural_fraction_of_positive_npp,max_abs_structural_balance_error,max_abs_storage_balance_error,max_abs_whole_plant_balance_error,min_living_pool,min_living_carbon,max_daily_allocation_observed,max_daily_demand_observed,days_with_allocation,days_with_unmet_storage_deficit,days_with_turnover,days_with_storage_above_10pct_living,days_with_storage_above_50pct_living,days_with_storage_above_100pct_living
3744,PASS,0,OK,2,1,1,3.5000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,36.799999999999997,5.1573546779713988,5.1573518882206164,13.090853240229860,24.352009792131931,13.731425399288041,0.0000000000000000,23.405559806421877,47.757569598553808,47.757569598553808,11.605559806421876,10.957569598553810,34.999999999999758,34.999999999999758,40.000000000000632,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,11.306131611778207,11.266147426622359,5.8221611551773993,0.0000000000000000,1.4701513630455205,5.8221611551773993,5.8221611551773993,24.042430401446072,0.27897507823837486E-5,0.43693078086098325,0.0000000000000000,0.0000000000000000,0.13586956521739132,0.42372881355932202,1.1428571428571688,0.34694469519536142E-17,0.0000000000000000,0.16125989432680399E-13,0.80000000000000004,11.800000000000001,0.26557516682688319E-1,0.26557516682688319E-1,3650,0,3650,364,0,0
3745,PASS,0,OK,2,1,1,3.5000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,36.799999999999997,5.1573546779713988,5.1573518882206164,13.090853240229860,24.352009792131931,13.731425399288041,0.0000000000000000,23.405559806421877,47.757569598553808,47.757569598553808,11.605559806421876,10.957569598553810,34.999999999999758,34.999999999999758,40.000000000000632,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,11.306131611778207,11.266147426622359,5.8221611551773993,0.0000000000000000,1.4701513630455205,5.8221611551773993,5.8221611551773993,24.042430401446072,0.27897507823837486E-5,0.43693078086098325,0.0000000000000000,0.0000000000000000,0.13586956521739132,0.42372881355932202,1.1428571428571688,0.34694469519536142E-17,0.0000000000000000,0.16125989432680399E-13,0.80000000000000004,11.800000000000001,0.26557516682688319E-1,0.26557516682688319E-1,3650,0,3650,364,0,0
3746,PASS,0,OK,2,1,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,36.799999999999997,8.0349057780913213,8.0349050435489584,20.019392286568024,25.218700858041341,14.260759967293172,27.413843925913557,36.089203108208309,61.307903966249654,88.721747892163208,24.289203108208309,51.921747892163211,79.999999999997399,79.999999999997399,57.586156074088819,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,13.318735031487728,13.278822897372288,6.6993950370205964,0.0000000000000000,1.4806941789792765,6.6993950370205964,6.6993950370205964,28.078252107839372,0.73454236293457598E-6,3.2875262541695989,0.30898674312902058,0.75961344570887501,0.33177183878487110,0.91845238642144411,0.71982695092613369,0.34694469519536142E-17,0.0000000000000000,0.25214205723322891E-13,0.80000000000000004,11.800000000000001,0.26557516682688319E-1,0.26557516682688319E-1,3650,0,3650,3650,2997,0
3747,PASS,0,OK,2,1,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,36.799999999999997,8.0349057780913213,8.0349050435489584,20.019392286568024,25.218700858041341,14.260759967293172,27.413843925913557,36.089203108208309,61.307903966249654,88.721747892163208,24.289203108208309,51.921747892163211,79.999999999997399,79.999999999997399,57.586156074088819,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,13.318735031487728,13.278822897372288,6.6993950370205964,0.0000000000000000,1.4806941789792765,6.6993950370205964,6.6993950370205964,28.078252107839372,0.73454236293457598E-6,3.2875262541695989,0.30898674312902058,0.75961344570887501,0.33177183878487110,0.91845238642144411,0.71982695092613369,0.34694469519536142E-17,0.0000000000000000,0.25214205723322891E-13,0.80000000000000004,11.800000000000001,0.26557516682688319E-1,0.26557516682688319E-1,3650,0,3650,3650,2997,0
3748,PASS,0,OK,2,1,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,36.799999999999997,8.0349057780913213,8.0349050435489584,20.019392286568024,25.218700858041341,14.260759967293172,27.413843925913557,36.089203108208309,61.307903966249654,88.721747892163208,24.289203108208309,51.921747892163211,79.999999999997399,79.999999999997399,57.586156074088819,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,13.318735031487728,13.278822897372288,6.6993950370205964,0.0000000000000000,1.4806941789792765,6.6993950370205964,6.6993950370205964,28.078252107839372,0.73454236293457598E-6,3.2875262541695989,0.30898674312902058,0.75961344570887501,0.33177183878487110,0.91845238642144411,0.71982695092613369,0.34694469519536142E-17,0.0000000000000000,0.25214205723322891E-13,0.80000000000000004,11.800000000000001,0.26557516682688319E-1,0.26557516682688319E-1,3650,0,3650,3650,2997,0
3749,PASS,0,OK,2,1,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,36.799999999999997,8.0349057780913213,8.0349050435489584,20.019392286568024,25.218700858041341,14.260759967293172,27.413843925913557,36.089203108208309,61.307903966249654,88.721747892163208,24.289203108208309,51.921747892163211,79.999999999997399,79.999999999997399,57.586156074088819,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,13.318735031487728,13.278822897372288,6.6993950370205964,0.0000000000000000,1.4806941789792765,6.6993950370205964,6.6993950370205964,28.078252107839372,0.73454236293457598E-6,3.2875262541695989,0.30898674312902058,0.75961344570887501,0.33177183878487110,0.91845238642144411,0.71982695092613369,0.34694469519536142E-17,0.0000000000000000,0.25214205723322891E-13,0.80000000000000004,11.800000000000001,0.26557516682688319E-1,0.26557516682688319E-1,3650,0,3650,3650,2997,0
3750,PASS,0,OK,2,1,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,36.799999999999997,8.0349057780913213,8.0349050435489584,20.019392286568024,25.218700858041341,14.260759967293172,27.413843925913557,36.089203108208309,61.307903966249654,88.721747892163208,24.289203108208309,51.921747892163211,79.999999999997399,79.999999999997399,57.586156074088819,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,13.318735031487728,13.278822897372288,6.6993950370205964,0.0000000000000000,1.4806941789792765,6.6993950370205964,6.6993950370205964,28.078252107839372,0.73454236293457598E-6,3.2875262541695989,0.30898674312902058,0.75961344570887501,0.33177183878487110,0.91845238642144411,0.71982695092613369,0.34694469519536142E-17,0.0000000000000000,0.25214205723322891E-13,0.80000000000000004,11.800000000000001,0.26557516682688319E-1,0.26557516682688319E-1,3650,0,3650,3650,2997,0
3751,PASS,0,OK,2,1,1,-0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,4.7536448301619654,28.525055411575082,28.525055411575082,-7.0463551698380353,-3.2749445884249191,-4.9999999999998375,0.0000000000000000,0.0000000000000000,4.9999999999998375,0.61092526470071318,0.52570727858958588,1.6666666666667156,1.6666666666667156,1.1366325432902991,3.8633674567098479,0.38907473529928543,0.27429272141041217,3.5796885031718584,0.0000000000000000,1.4749445884270267,3.5796885031718584,5.2463551698385293,2.1383120451367161,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,4.7536448301619654,0.0000000000000000,0.17899817789693899E-1,0,3650,3650,0,0,0
3752,PASS,0,OK,2,1,1,-0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,4.7536448301619654,28.525055411575082,28.525055411575082,-7.0463551698380353,-3.2749445884249191,-4.9999999999998375,0.0000000000000000,0.0000000000000000,4.9999999999998375,0.61092526470071318,0.52570727858958588,1.6666666666667156,1.6666666666667156,1.1366325432902991,3.8633674567098479,0.38907473529928543,0.27429272141041217,3.5796885031718584,0.0000000000000000,1.4749445884270267,3.5796885031718584,5.2463551698385293,2.1383120451367161,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,4.7536448301619654,0.0000000000000000,0.17899817789693899E-1,0,3650,3650,0,0,0
3753,PASS,0,OK,2,1,1,-0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,4.7536448301619654,28.525055411575082,28.525055411575082,-7.0463551698380353,-3.2749445884249191,-4.9999999999998375,0.0000000000000000,0.0000000000000000,4.9999999999998375,0.61092526470071318,0.52570727858958588,1.6666666666667156,1.6666666666667156,1.1366325432902991,3.8633674567098479,0.38907473529928543,0.27429272141041217,3.5796885031718584,0.0000000000000000,1.4749445884270267,3.5796885031718584,5.2463551698385293,2.1383120451367161,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,4.7536448301619654,0.0000000000000000,0.17899817789693899E-1,0,3650,3650,0,0,0
3754,PASS,0,OK,2,1,1,-0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,4.7536448301619654,28.525055411575082,28.525055411575082,-7.0463551698380353,-3.2749445884249191,-4.9999999999998375,0.0000000000000000,0.0000000000000000,4.9999999999998375,0.61092526470071318,0.52570727858958588,1.6666666666667156,1.6666666666667156,1.1366325432902991,3.8633674567098479,0.38907473529928543,0.27429272141041217,3.5796885031718584,0.0000000000000000,1.4749445884270267,3.5796885031718584,5.2463551698385293,2.1383120451367161,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,4.7536448301619654,0.0000000000000000,0.17899817789693899E-1,0,3650,3650,0,0,0
3755,PASS,0,OK,2,1,1,-0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,4.7536448301619654,28.525055411575082,28.525055411575082,-7.0463551698380353,-3.2749445884249191,-4.9999999999998375,0.0000000000000000,0.0000000000000000,4.9999999999998375,0.61092526470071318,0.52570727858958588,1.6666666666667156,1.6666666666667156,1.1366325432902991,3.8633674567098479,0.38907473529928543,0.27429272141041217,3.5796885031718584,0.0000000000000000,1.4749445884270267,3.5796885031718584,5.2463551698385293,2.1383120451367161,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,4.7536448301619654,0.0000000000000000,0.17899817789693899E-1,0,3650,3650,0,0,0
3756,PASS,0,OK,2,1,1,0.0000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,6.2127253587960416,28.718967462905788,28.718967462905788,-5.5872746412039591,-3.0810325370942131,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.91798528163160098,0.73438822530527881,3.9349011342670797,0.0000000000000000,1.4286590301572644,3.9349011342670797,3.9349011342670797,3.0810325370941425,0.16402943673680295E-1,-14.427606040936560,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.65611774694719835E-1,6.2127253587960416,0.0000000000000000,0.17899817789693899E-1,0,0,3650,0,0,0
3757,PASS,0,OK,2,1,1,0.0000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,6.2127253587960416,28.718967462905788,28.718967462905788,-5.5872746412039591,-3.0810325370942131,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.91798528163160098,0.73438822530527881,3.9349011342670797,0.0000000000000000,1.4286590301572644,3.9349011342670797,3.9349011342670797,3.0810325370941425,0.16402943673680295E-1,-14.427606040936560,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.65611774694719835E-1,6.2127253587960416,0.0000000000000000,0.17899817789693899E-1,0,0,3650,0,0,0
3758,PASS,0,OK,2,1,1,0.0000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,6.2127253587960416,28.718967462905788,28.718967462905788,-5.5872746412039591,-3.0810325370942131,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.91798528163160098,0.73438822530527881,3.9349011342670797,0.0000000000000000,1.4286590301572644,3.9349011342670797,3.9349011342670797,3.0810325370941425,0.16402943673680295E-1,-14.427606040936560,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.65611774694719835E-1,6.2127253587960416,0.0000000000000000,0.17899817789693899E-1,0,0,3650,0,0,0
3759,PASS,0,OK,2,1,1,0.0000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,6.2127253587960416,28.718967462905788,28.718967462905788,-5.5872746412039591,-3.0810325370942131,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.91798528163160098,0.73438822530527881,3.9349011342670797,0.0000000000000000,1.4286590301572644,3.9349011342670797,3.9349011342670797,3.0810325370941425,0.16402943673680295E-1,-14.427606040936560,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.65611774694719835E-1,6.2127253587960416,0.0000000000000000,0.17899817789693899E-1,0,0,3650,0,0,0
3760,PASS,0,OK,2,1,1,0.0000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,6.2127253587960416,28.718967462905788,28.718967462905788,-5.5872746412039591,-3.0810325370942131,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.91798528163160098,0.73438822530527881,3.9349011342670797,0.0000000000000000,1.4286590301572644,3.9349011342670797,3.9349011342670797,3.0810325370941425,0.16402943673680295E-1,-14.427606040936560,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.65611774694719835E-1,6.2127253587960416,0.0000000000000000,0.17899817789693899E-1,0,0,3650,0,0,0
3761,PASS,0,OK,2,1,1,0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.89818535951970313,0.88821054390436660,6.4809380403696562,22.614847265895026,13.055930472218581,0.0000000000000000,8.2673339437937265,30.882181209688753,30.882181209688753,-3.5326660562062742,-0.91781879031124802,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.3239957840224408,2.1626543951057107,4.0460158770781574,0.0000000000000000,1.4311686111830835,4.0460158770781574,4.0460158770781574,5.9178187903112285,0.99748156153365297E-2,-10.495624494408037,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79595618290850823E-14,0.80000000000000004,8.2673339437937265,0.13698630136986301E-2,0.17899817789693899E-1,3650,0,3650,0,0,0
3762,PASS,0,OK,2,1,1,0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.89818535951970313,0.88821054390436660,6.4809380403696562,22.614847265895026,13.055930472218581,0.0000000000000000,8.2673339437937265,30.882181209688753,30.882181209688753,-3.5326660562062742,-0.91781879031124802,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.3239957840224408,2.1626543951057107,4.0460158770781574,0.0000000000000000,1.4311686111830835,4.0460158770781574,4.0460158770781574,5.9178187903112285,0.99748156153365297E-2,-10.495624494408037,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79595618290850823E-14,0.80000000000000004,8.2673339437937265,0.13698630136986301E-2,0.17899817789693899E-1,3650,0,3650,0,0,0
3763,PASS,0,OK,2,1,1,0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.89818535951970313,0.88821054390436660,6.4809380403696562,22.614847265895026,13.055930472218581,0.0000000000000000,8.2673339437937265,30.882181209688753,30.882181209688753,-3.5326660562062742,-0.91781879031124802,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.3239957840224408,2.1626543951057107,4.0460158770781574,0.0000000000000000,1.4311686111830835,4.0460158770781574,4.0460158770781574,5.9178187903112285,0.99748156153365297E-2,-10.495624494408037,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79595618290850823E-14,0.80000000000000004,8.2673339437937265,0.13698630136986301E-2,0.17899817789693899E-1,3650,0,3650,0,0,0
3764,PASS,0,OK,2,1,1,0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.89818535951970313,0.88821054390436660,6.4809380403696562,22.614847265895026,13.055930472218581,0.0000000000000000,8.2673339437937265,30.882181209688753,30.882181209688753,-3.5326660562062742,-0.91781879031124802,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.3239957840224408,2.1626543951057107,4.0460158770781574,0.0000000000000000,1.4311686111830835,4.0460158770781574,4.0460158770781574,5.9178187903112285,0.99748156153365297E-2,-10.495624494408037,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79595618290850823E-14,0.80000000000000004,8.2673339437937265,0.13698630136986301E-2,0.17899817789693899E-1,3650,0,3650,0,0,0
3765,PASS,0,OK,2,1,1,0.50000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.89818535951970313,0.88821054390436660,6.4809380403696562,22.614847265895026,13.055930472218581,0.0000000000000000,8.2673339437937265,30.882181209688753,30.882181209688753,-3.5326660562062742,-0.91781879031124802,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.3239957840224408,2.1626543951057107,4.0460158770781574,0.0000000000000000,1.4311686111830835,4.0460158770781574,4.0460158770781574,5.9178187903112285,0.99748156153365297E-2,-10.495624494408037,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79595618290850823E-14,0.80000000000000004,8.2673339437937265,0.13698630136986301E-2,0.17899817789693899E-1,3650,0,3650,0,0,0
3766,PASS,0,OK,2,1,1,3.5000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,4.9500568903050510,4.9497956599329518,12.103533741958250,23.869111633466058,13.621856071462195,0.0000000000000000,22.003386292196254,45.872497925662316,45.872497925662316,10.203386292196253,14.072497925662315,34.999999999999758,34.999999999999758,34.999999999999531,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,9.7765802115983771,9.6940735121959651,5.3259599840093994,0.0000000000000000,1.4568483505433711,5.3259599840093994,5.3259599840093994,20.927502074337696,0.26123037209924149E-3,1.2671324082778987,0.0000000000000000,0.0000000000000000,0.74337691612145367E-3,0.16139932319888868E-2,0.99999999999999345,0.34694469519536142E-17,0.0000000000000000,0.16897074017752090E-13,0.80000000000000004,11.800000000000001,0.10100071417473655E-1,0.17899817789693899E-1,3650,0,3650,0,0,0
3767,PASS,0,OK,2,1,1,3.5000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,4.9500568903050510,4.9497956599329518,12.103533741958250,23.869111633466058,13.621856071462195,0.0000000000000000,22.003386292196254,45.872497925662316,45.872497925662316,10.203386292196253,14.072497925662315,34.999999999999758,34.999999999999758,34.999999999999531,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,9.7765802115983771,9.6940735121959651,5.3259599840093994,0.0000000000000000,1.4568483505433711,5.3259599840093994,5.3259599840093994,20.927502074337696,0.26123037209924149E-3,1.2671324082778987,0.0000000000000000,0.0000000000000000,0.74337691612145367E-3,0.16139932319888868E-2,0.99999999999999345,0.34694469519536142E-17,0.0000000000000000,0.16897074017752090E-13,0.80000000000000004,11.800000000000001,0.10100071417473655E-1,0.17899817789693899E-1,3650,0,3650,0,0,0
3768,PASS,0,OK,2,1,1,3.5000000000000000,0.0000000000000000,730.00000000000000,0.50000000000000001E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,4.9500568903050510,4.9497956599329518,12.103533741958250,23.869111633466058,13.621856071462195,0.0000000000000000,22.003386292196254,45.872497925662316,45.872497925662316,10.203386292196253,14.072497925662315,34.999999999999758,34.999999999999758,34.999999999999531,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,9.7765802115983771,9.6940735121959651,5.3259599840093994,0.0000000000000000,1.4568483505433711,5.3259599840093994,5.3259599840093994,20.927502074337696,0.26123037209924149E-3,1.2671324082778987,0.0000000000000000,0.0000000000000000,0.74337691612145367E-3,0.16139932319888868E-2,0.99999999999999345,0.34694469519536142E-17,0.0000000000000000,0.16897074017752090E-13,0.80000000000000004,11.800000000000001,0.10100071417473655E-1,0.17899817789693899E-1,3650,0,3650,0,0,0
