scenario_id,status,fail_day,failure_reason,trait_case,state_case,background_mode,npp_rate,initial_storage,allometric_adjustment_days,max_allocation_fraction,initial_leaf,initial_root,initial_sapwood,initial_heartwood,initial_height,initial_living_carbon,initial_structural_carbon,initial_total_carbon,final_leaf,final_root,final_sapwood,final_heartwood,final_height,final_storage,final_living_carbon,final_structural_carbon,final_total_carbon,net_living_carbon_change,net_total_carbon_change,cumulative_npp,cumulative_positive_npp,cumulative_structural_allocation,cumulative_unmet_storage_deficit,cumulative_leaf_starvation_loss,cumulative_root_starvation_loss,cumulative_sapwood_starvation_loss,cumulative_sapwood_to_heartwood_starvation,cumulative_starvation_carbon_loss,cumulative_unpaid_carbon_deficit,cumulative_leaf_turnover_loss,cumulative_root_turnover_loss,cumulative_sapwood_turnover_loss,cumulative_storage_turnover_loss,cumulative_heartwood_turnover_loss,cumulative_sapwood_to_heartwood_turnover,cumulative_total_sapwood_to_heartwood,cumulative_turnover_carbon_loss,final_leaf_root_residual,final_pipe_residual,final_storage_fraction_total,final_storage_fraction_living,max_storage_fraction_total,max_storage_fraction_living,structural_fraction_of_positive_npp,max_abs_structural_balance_error,max_abs_storage_balance_error,max_abs_whole_plant_balance_error,min_living_pool,min_living_carbon,max_daily_allocation_observed,max_daily_demand_observed,days_with_allocation,days_with_unmet_storage_deficit,days_with_turnover,days_with_storage_above_10pct_living,days_with_storage_above_50pct_living,days_with_storage_above_100pct_living
11,PASS,0,OK,1,1,1,0.50000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.95816903454402980,0.95780721929759338,6.1931113301443590,22.535500137889692,13.022811042698915,0.0000000000000000,8.1090875839859820,30.644587721875673,30.644587721875673,-3.6909124160140188,-1.1554122781243272,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.4126719038295570,2.3134441098275969,3.9647964023568907,0.0000000000000000,1.4292962644673286,3.9647964023568907,3.9647964023568907,6.1554122781244729,0.36181524643641438E-3,-3.7198505760238785,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79799448299278097E-14,0.80000000000000004,8.1090875839859820,0.13698630136986301E-2,0.80869637988914306E-1,3650,0,3650,0,0,0
12,PASS,0,OK,1,1,1,0.50000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.95816903454402980,0.95780721929759338,6.1931113301443590,22.535500137889692,13.022811042698915,0.0000000000000000,8.1090875839859820,30.644587721875673,30.644587721875673,-3.6909124160140188,-1.1554122781243272,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.4126719038295570,2.3134441098275969,3.9647964023568907,0.0000000000000000,1.4292962644673286,3.9647964023568907,3.9647964023568907,6.1554122781244729,0.36181524643641438E-3,-3.7198505760238785,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79799448299278097E-14,0.80000000000000004,8.1090875839859820,0.13698630136986301E-2,0.80869637988914306E-1,3650,0,3650,0,0,0
13,PASS,0,OK,1,1,1,0.50000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.95816903454402980,0.95780721929759338,6.1931113301443590,22.535500137889692,13.022811042698915,0.0000000000000000,8.1090875839859820,30.644587721875673,30.644587721875673,-3.6909124160140188,-1.1554122781243272,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.4126719038295570,2.3134441098275969,3.9647964023568907,0.0000000000000000,1.4292962644673286,3.9647964023568907,3.9647964023568907,6.1554122781244729,0.36181524643641438E-3,-3.7198505760238785,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79799448299278097E-14,0.80000000000000004,8.1090875839859820,0.13698630136986301E-2,0.80869637988914306E-1,3650,0,3650,0,0,0
14,PASS,0,OK,1,1,1,0.50000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.95816903454402980,0.95780721929759338,6.1931113301443590,22.535500137889692,13.022811042698915,0.0000000000000000,8.1090875839859820,30.644587721875673,30.644587721875673,-3.6909124160140188,-1.1554122781243272,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.4126719038295570,2.3134441098275969,3.9647964023568907,0.0000000000000000,1.4292962644673286,3.9647964023568907,3.9647964023568907,6.1554122781244729,0.36181524643641438E-3,-3.7198505760238785,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79799448299278097E-14,0.80000000000000004,8.1090875839859820,0.13698630136986301E-2,0.80869637988914306E-1,3650,0,3650,0,0,0
15,PASS,0,OK,1,1,1,0.50000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,0.95816903454402980,0.95780721929759338,6.1931113301443590,22.535500137889692,13.022811042698915,0.0000000000000000,8.1090875839859820,30.644587721875673,30.644587721875673,-3.6909124160140188,-1.1554122781243272,4.9999999999998375,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.4126719038295570,2.3134441098275969,3.9647964023568907,0.0000000000000000,1.4292962644673286,3.9647964023568907,3.9647964023568907,6.1554122781244729,0.36181524643641438E-3,-3.7198505760238785,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.79799448299278097E-14,0.80000000000000004,8.1090875839859820,0.13698630136986301E-2,0.80869637988914306E-1,3650,0,3650,0,0,0
16,PASS,0,OK,1,1,1,3.5000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,3.5578727999344162,3.5578727999344162,18.917362085048936,25.613620105019876,14.215896954496257,0.0000000000000000,26.033107684917766,51.646727789937643,51.646727789937643,14.233107684917766,19.846727789937642,34.999999999999758,34.999999999999758,34.999999999999808,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,6.8391024124002273,6.8212857876435313,7.1065041150384021,0.0000000000000000,1.4928840100184595,7.1065041150384021,7.1065041150384021,15.153272210062202,0.0000000000000000,0.11147031357776882,0.0000000000000000,0.0000000000000000,0.34945722205248275E-1,0.81099033228002146E-1,1.0000000000000013,0.34694469519536142E-17,0.0000000000000000,0.18461794593083170E-13,0.80000000000000004,11.800000000000001,0.12421559456118187E-1,0.80869637988914306E-1,3650,0,3650,0,0,0
17,PASS,0,OK,1,1,1,3.5000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,3.5578727999344162,3.5578727999344162,18.917362085048936,25.613620105019876,14.215896954496257,0.0000000000000000,26.033107684917766,51.646727789937643,51.646727789937643,14.233107684917766,19.846727789937642,34.999999999999758,34.999999999999758,34.999999999999808,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,6.8391024124002273,6.8212857876435313,7.1065041150384021,0.0000000000000000,1.4928840100184595,7.1065041150384021,7.1065041150384021,15.153272210062202,0.0000000000000000,0.11147031357776882,0.0000000000000000,0.0000000000000000,0.34945722205248275E-1,0.81099033228002146E-1,1.0000000000000013,0.34694469519536142E-17,0.0000000000000000,0.18461794593083170E-13,0.80000000000000004,11.800000000000001,0.12421559456118187E-1,0.80869637988914306E-1,3650,0,3650,0,0,0
18,PASS,0,OK,1,1,1,3.5000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,3.5578727999344162,3.5578727999344162,18.917362085048936,25.613620105019876,14.215896954496257,0.0000000000000000,26.033107684917766,51.646727789937643,51.646727789937643,14.233107684917766,19.846727789937642,34.999999999999758,34.999999999999758,34.999999999999808,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,6.8391024124002273,6.8212857876435313,7.1065041150384021,0.0000000000000000,1.4928840100184595,7.1065041150384021,7.1065041150384021,15.153272210062202,0.0000000000000000,0.11147031357776882,0.0000000000000000,0.0000000000000000,0.34945722205248275E-1,0.81099033228002146E-1,1.0000000000000013,0.34694469519536142E-17,0.0000000000000000,0.18461794593083170E-13,0.80000000000000004,11.800000000000001,0.12421559456118187E-1,0.80869637988914306E-1,3650,0,3650,0,0,0
19,PASS,0,OK,1,1,1,3.5000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,3.5578727999344162,3.5578727999344162,18.917362085048936,25.613620105019876,14.215896954496257,0.0000000000000000,26.033107684917766,51.646727789937643,51.646727789937643,14.233107684917766,19.846727789937642,34.999999999999758,34.999999999999758,34.999999999999808,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,6.8391024124002273,6.8212857876435313,7.1065041150384021,0.0000000000000000,1.4928840100184595,7.1065041150384021,7.1065041150384021,15.153272210062202,0.0000000000000000,0.11147031357776882,0.0000000000000000,0.0000000000000000,0.34945722205248275E-1,0.81099033228002146E-1,1.0000000000000013,0.34694469519536142E-17,0.0000000000000000,0.18461794593083170E-13,0.80000000000000004,11.800000000000001,0.12421559456118187E-1,0.80869637988914306E-1,3650,0,3650,0,0,0
20,PASS,0,OK,1,1,1,3.5000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,3.5578727999344162,3.5578727999344162,18.917362085048936,25.613620105019876,14.215896954496257,0.0000000000000000,26.033107684917766,51.646727789937643,51.646727789937643,14.233107684917766,19.846727789937642,34.999999999999758,34.999999999999758,34.999999999999808,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,6.8391024124002273,6.8212857876435313,7.1065041150384021,0.0000000000000000,1.4928840100184595,7.1065041150384021,7.1065041150384021,15.153272210062202,0.0000000000000000,0.11147031357776882,0.0000000000000000,0.0000000000000000,0.34945722205248275E-1,0.81099033228002146E-1,1.0000000000000013,0.34694469519536142E-17,0.0000000000000000,0.18461794593083170E-13,0.80000000000000004,11.800000000000001,0.12421559456118187E-1,0.80869637988914306E-1,3650,0,3650,0,0,0
21,PASS,0,OK,1,1,1,8.0000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,4.3376957033935231,4.3376957033935231,23.473217368412961,26.103743370271030,14.524386321030876,37.448851214907862,32.148608775200003,58.252352145471036,95.701203360378898,20.348608775200002,63.901203360378901,79.999999999997399,79.999999999997399,42.551148785094469,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,7.3060922297549880,7.2922849178103588,7.6041628623291100,0.0000000000000000,1.5004194920580640,7.6041628623291100,7.6041628623291100,16.098796639623455,0.0000000000000000,0.33636270564290527,0.39131013926635744,1.1648669302230135,0.39459701702648819,1.2368236115636109,0.53188935981369811,0.34694469519536142E-17,0.0000000000000000,0.24660828934486290E-13,0.80000000000000004,11.800000000000001,0.17322617547085476E-1,0.80869637988914306E-1,3650,0,3650,3512,3055,2201
22,PASS,0,OK,1,1,1,8.0000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,4.3376957033935231,4.3376957033935231,23.473217368412961,26.103743370271030,14.524386321030876,37.448851214907862,32.148608775200003,58.252352145471036,95.701203360378898,20.348608775200002,63.901203360378901,79.999999999997399,79.999999999997399,42.551148785094469,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,7.3060922297549880,7.2922849178103588,7.6041628623291100,0.0000000000000000,1.5004194920580640,7.6041628623291100,7.6041628623291100,16.098796639623455,0.0000000000000000,0.33636270564290527,0.39131013926635744,1.1648669302230135,0.39459701702648819,1.2368236115636109,0.53188935981369811,0.34694469519536142E-17,0.0000000000000000,0.24660828934486290E-13,0.80000000000000004,11.800000000000001,0.17322617547085476E-1,0.80869637988914306E-1,3650,0,3650,3512,3055,2201
23,PASS,0,OK,1,1,1,8.0000000000000000,0.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,11.800000000000001,31.800000000000001,31.800000000000001,4.3376957033935231,4.3376957033935231,23.473217368412961,26.103743370271030,14.524386321030876,37.448851214907862,32.148608775200003,58.252352145471036,95.701203360378898,20.348608775200002,63.901203360378901,79.999999999997399,79.999999999997399,42.551148785094469,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,7.3060922297549880,7.2922849178103588,7.6041628623291100,0.0000000000000000,1.5004194920580640,7.6041628623291100,7.6041628623291100,16.098796639623455,0.0000000000000000,0.33636270564290527,0.39131013926635744,1.1648669302230135,0.39459701702648819,1.2368236115636109,0.53188935981369811,0.34694469519536142E-17,0.0000000000000000,0.24660828934486290E-13,0.80000000000000004,11.800000000000001,0.17322617547085476E-1,0.80869637988914306E-1,3650,0,3650,3512,3055,2201
