scenario_id,day,year,trait_case,state_case,background_mode,npp_rate,initial_storage,allometric_adjustment_days,max_allocation_fraction,leaf,root,sapwood,heartwood,height,storage,npp_daily,storage_after_npp_unclamped,unmet_storage_deficit,carbon_to_allocate,total_demand_daily,leaf_demand_daily,root_demand_daily,sapwood_demand_daily,delta_leaf,delta_root,delta_sapwood,leaf_starvation_loss,root_starvation_loss,sapwood_starvation_loss,sapwood_to_heartwood,starvation_carbon_loss,unpaid_carbon_deficit,leaf_turnover_loss,root_turnover_loss,sapwood_turnover_loss,storage_turnover_loss,heartwood_turnover_loss,sapwood_to_heartwood_turnover,total_sapwood_to_heartwood,turnover_carbon_loss,storage_fraction,leaf_root_residual,pipe_residual,structural_balance_error,storage_balance_error,whole_plant_balance_error
885,2250,6.1643835616438354,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.0060595486067809,5.0070414595708650,25.416831760519560,24.796398347884370,14.561477511767112,15.334904007290993,0.21917808219178082E-1,15.354313303209210,0.0000000000000000,0.19409295918216669E-1,0.19409295918216669E-1,0.45742991241954634E-2,0.45715997176932642E-2,0.10263397076327943E-1,0.45742991241954634E-2,0.45715997176932642E-2,0.10263397076327943E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.34311580182363136E-2,0.34318310209533001E-2,0.34822347938785535E-2,0.0000000000000000,0.45284692164405732E-3,0.34822347938785535E-2,0.34822347938785535E-2,0.73158359608336710E-2,0.20294670914459595,-0.98191096408406509E-3,4.2172139529800816,0.0000000000000000,0.0000000000000000,-0.11149067780102939E-13
885,2280,6.2465753424657535,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.0404695250409048,5.0413554578154942,25.621107919024080,24.887687421283363,14.578579652928894,15.407918848967574,0.21917808219178082E-1,15.427472911266143,0.0000000000000000,0.19554062298568577E-1,0.19554062298568577E-1,0.46053651184879488E-2,0.46029295690545348E-2,0.10345767611026091E-1,0.46053651184879488E-2,0.46029295690545348E-2,0.10345767611026091E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.34547426491027449E-2,0.34553498682765552E-2,0.35102216631078343E-2,0.0000000000000000,0.45451382125007319E-3,0.35102216631078343E-2,0.35102216631078343E-2,0.73646063386293738E-2,0.20273967127275574,-0.88593277458937081E-3,4.2472713784860190,0.0000000000000000,0.0000000000000000,-0.32786273695961654E-14
885,2310,6.3287671232876717,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.0751052788822957,5.0759046149828224,25.827025822022065,24.979769349270438,14.595741803171691,15.476569930078297,0.21917808219178082E-1,15.496270097716662,0.0000000000000000,0.19700167638365233E-1,0.19700167638365233E-1,0.46366716119608060E-2,0.46344741285370200E-2,0.10429021897867406E-1,0.46366716119608060E-2,0.46344741285370200E-2,0.10429021897867406E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.34784820280207647E-2,0.34790298937510777E-2,0.35384334596550307E-2,0.0000000000000000,0.45619519837459649E-3,0.35384334596550307E-2,0.35384334596550307E-2,0.74137071201464391E-2,0.20248180129742585,-0.79933610052673743E-3,4.2775687478578561,0.0000000000000000,0.0000000000000000,0.37955749654372539E-14
885,2340,6.4109589041095889,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.1099693387186287,5.1106905426518505,26.034605098620268,25.072650485316981,14.612964323992346,15.540817169864569,0.21917808219178082E-1,15.560664776329787,0.0000000000000000,0.19847606465217944E-1,0.19847606465217944E-1,0.46682175550593411E-2,0.46662348675673400E-2,0.10513154042591264E-1,0.46682175550593411E-2,0.46662348675673400E-2,0.10513154042591264E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.35023778880867917E-2,0.35028722019546611E-2,0.35668728728072709E-2,0.0000000000000000,0.45789116901576605E-3,0.35668728728072709E-2,0.35668728728072709E-2,0.74631412590572188E-2,0.20217345384921392,-0.72120393322183673E-3,4.3081082776251520,0.0000000000000000,0.0000000000000000,-0.15307199952019346E-13
885,2370,6.4931506849315070,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.1450641545477236,5.1457148634459582,26.243865136110763,25.166337259547547,14.630247551127827,15.600620632376478,0.21917808219178082E-1,15.620617006916875,0.0000000000000000,0.19996374540397779E-1,0.19996374540397779E-1,0.47000021547294688E-2,0.46982132676560151E-2,0.10598159118012295E-1,0.47000021547294688E-2,0.46982132676560151E-2,0.10598159118012297E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.35264319085316818E-2,0.35268779050349267E-2,0.35955425587218472E-2,0.0000000000000000,0.45960185057240913E-3,0.35955425587218472E-2,0.35955425587218472E-2,0.75129116641390178E-2,0.20181497174000668,-0.65070889823459765E-3,4.3388919013315572,0.0000000000000000,0.0000000000000000,-0.36567970873591094E-14
885,2400,6.5753424657534243,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.1803921066146748,5.1809792111086166,26.454825108837319,25.260836177766219,14.647591796548349,15.655940490918107,0.21917808219178082E-1,15.676086959684342,0.0000000000000000,0.20146468766234361E-1,0.20146468766234361E-1,0.47320248504004467E-2,0.47304108204665853E-2,0.10684033095367331E-1,0.47320248504004467E-2,0.47304108204665853E-2,0.10684033095367329E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.35506457207777073E-2,0.35510481227612181E-2,0.36244451443810553E-2,0.0000000000000000,0.46132736182618564E-3,0.36244451443810553E-2,0.36244451443810553E-2,0.75630212053651108E-2,0.20140668583118695,-0.58710449394183684E-3,4.3699213148010045,0.0000000000000000,0.0000000000000000,0.20122792321330962E-14
885,2430,6.6575342465753424,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.2159555133930784,5.2164852305795799,26.667504004970322,25.356153820597736,14.664997350292811,15.706736995151477,0.21917808219178082E-1,15.727034882252592,0.0000000000000000,0.20297887101115689E-1,0.20297887101115689E-1,0.47642852923224623E-2,0.47628290278851799E-2,0.10770772780908048E-1,0.47642852923224623E-2,0.47628290278851799E-2,0.10770772780908048E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.35750209139088951E-2,0.35753839825768199E-2,0.36535832312604905E-2,0.0000000000000000,0.46306782292583393E-3,0.36535832312604905E-2,0.36535832312604905E-2,0.76134727194115482E-2,0.20094891493735093,-0.52971718650152155E-3,4.4011980157307775,0.0000000000000000,0.0000000000000000,-0.77993167479917247E-14
885,2460,6.7397260273972606,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.2517566387940766,5.2522345780716204,26.881920651349780,25.452296842734828,14.682464482159121,15.752970440640878,0.21917808219178082E-1,15.773421069122339,0.0000000000000000,0.20450628481460505E-1,0.20450628481460505E-1,0.47967833220289944E-2,0.47954694020905771E-2,0.10858375757340933E-1,0.47967833220289944E-2,0.47954694020905771E-2,0.10858375757340933E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.35995590396121157E-2,0.35998866196515563E-2,0.36829593987326736E-2,0.0000000000000000,0.46482335537336019E-3,0.36829593987326736E-2,0.36829593987326736E-2,0.76642690146370325E-2,0.20044196576126749,-0.47793927754380405E-3,4.4327233382610558,0.0000000000000000,0.0000000000000000,-0.92877094903798252E-14
885,2490,6.8219178082191778,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.2877976986788093,5.2882289211477769,27.098093736543497,25.549271972284284,14.699993443260944,15.794601140637507,0.21917808219178082E-1,15.815205833387594,0.0000000000000000,0.20604692750087451E-1,0.20604692750087451E-1,0.48295189547161175E-2,0.48283334656247373E-2,0.10946840329746596E-1,0.48295189547161175E-2,0.48283334656247373E-2,0.10946840329746596E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.36242616166407191E-2,0.36245571769347343E-2,0.37125762072261269E-2,0.0000000000000000,0.46659408201203781E-3,0.37125762072261269E-2,0.37125762072261269E-2,0.77154128755874910E-2,0.19988613285625426,-0.43122246896754035E-3,4.4644984831010532,0.0000000000000000,0.0000000000000000,-0.24546337185071820E-14
885,2520,6.9041095890410960,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.3240808667423423,5.3244699387991501,27.316041832256584,25.647086010204575,14.717584467461510,15.831589399920835,0.21917808219178082E-1,15.852349480511288,0.0000000000000000,0.20760080590453318E-1,0.20760080590453318E-1,0.48624923633516582E-2,0.48614227514638302E-2,0.11036165475637828E-1,0.48624923633516582E-2,0.48614227514638302E-2,0.11036165475637828E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.36491301348473902E-2,0.36493968052084646E-2,0.37424362011585954E-2,0.0000000000000000,0.46838012701608104E-3,0.37424362011585954E-2,0.37424362011585954E-2,0.77669070670719357E-2,0.19928169861253142,-0.38907205680782653E-3,4.4965245437260890,0.0000000000000000,0.0000000000000000,-0.13759826611448034E-13
885,2550,6.9863013698630141,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.3606082798306280,5.3609593215232163,27.535783413217953,25.745745829828504,14.735237772694241,15.863895490528158,0.21917808219178082E-1,15.884812283994435,0.0000000000000000,0.20916793466276978E-1,0.20916793466276978E-1,0.48957038643449658E-2,0.48947388030897423E-2,0.11126350798842270E-1,0.48957038643449658E-2,0.48947388030897423E-2,0.11126350798842272E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.36741660588283948E-2,0.36744066631413412E-2,0.37725419116615912E-2,0.0000000000000000,0.47018161588187628E-3,0.37725419116615912E-2,0.37725419116615912E-2,0.78187543378516119E-2,0.19862893326446646,-0.35104169258826090E-3,4.5288025291061871,0.0000000000000000,0.0000000000000000,-0.23175905639050143E-14
885,2580,7.0684931506849313,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.3973820427459174,5.3976987714026761,27.757336875660172,25.845258376464695,14.752953562179220,15.891479629217777,0.21917808219178082E-1,15.912554462783882,0.0000000000000000,0.21074833566105490E-1,0.21074833566105490E-1,0.49291539046249300E-2,0.49282831745620613E-2,0.11217396486918500E-1,0.49291539046249300E-2,0.49282831745620613E-2,0.11217396486918498E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.36993708312172157E-2,0.36995879173424783E-2,0.38028958591122312E-2,0.0000000000000000,0.47199867542065756E-3,0.38028958591122312E-2,0.38028958591122312E-2,0.78709574239803522E-2,0.19792809491593877,-0.31672865675869133E-3,4.5613333833730891,0.0000000000000000,0.0000000000000000,0.13000017728970192E-13
885,2610,7.1506849315068495,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.4344042325907385,5.4346900021848628,27.980720554499854,25.945630667072624,14.770732025543774,15.914301956523902,0.21917808219178082E-1,15.935536160276319,0.0000000000000000,0.21234203752418038E-1,0.21234203752418038E-1,0.49628430499885990E-2,0.49620574305905820E-2,0.11309303271838857E-1,0.49628430499885990E-2,0.49620574305905820E-2,0.11309303271838855E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.37247458756619178E-2,0.37249417424159441E-2,0.38335005554870332E-2,0.0000000000000000,0.47383143375252773E-3,0.38335005554870332E-2,0.38335005554870332E-2,0.79235190518303893E-2,0.19717942958133719,-0.28576959412429659E-3,4.5941180027907578,0.0000000000000000,0.0000000000000000,-0.48936549257305728E-14
885,2640,7.2328767123287667,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.4716769026955374,5.4719347393616689,28.205952739317894,26.046869790005641,14.788573339854766,15.932322517272992,0.21917808219178082E-1,15.953717424787886,0.0000000000000000,0.21394907514894264E-1,0.21394907514894264E-1,0.49967719745962853E-2,0.49960631466082891E-2,0.11402072393689688E-1,0.49967719745962853E-2,0.49960631466082891E-2,0.11402072393689688E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.37502925995171609E-2,0.37504693210155377E-2,0.38643585065512940E-2,0.0000000000000000,0.47568002030172409E-3,0.38643585065512940E-2,0.38643585065512940E-2,0.79764419408344233E-2,0.19638317123996066,-0.25783666613143907E-3,4.6271572503509191,0.0000000000000000,0.0000000000000000,0.17538054342125520E-14
885,2670,7.3150684931506849,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.5092020861708084,5.5094347202500380,28.433051689231092,26.148982904817561,14.806477670569638,15.945501242441933,0.21917808219178082E-1,15.967058191369441,0.0000000000000000,0.21556948927506932E-1,0.21556948927506932E-1,0.50309414515010177E-2,0.50303019088448336E-2,0.11495705567161080E-1,0.50309414515010177E-2,0.50303019088448336E-2,0.11495705567161080E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.37760123962788271E-2,0.37761718438999578E-2,0.38954722138965746E-2,0.0000000000000000,0.47754456579304945E-3,0.38954722138965746E-2,0.38954722138965746E-2,0.80297288059718343E-2,0.19553954190182377,-0.23263407922957668E-3,4.6604519682820111,0.0000000000000000,0.0000000000000000,0.10755285551056204E-15
885,2700,7.3972602739726030,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.5469817991204007,5.5471916940730148,28.662035646740211,26.251977242128273,14.824445172412657,15.953797932248294,0.21917808219178082E-1,15.975518264857421,0.0000000000000000,0.21720332609126480E-1,0.21720332609126480E-1,0.50653523441115842E-2,0.50647753144005504E-2,0.11590204950614347E-1,0.50653523441115842E-2,0.50647753144005504E-2,0.11590204950614347E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.38019066477864294E-2,0.38020505099883584E-2,0.39268441768379519E-2,0.0000000000000000,0.47942520224938240E-3,0.39268441768379519E-2,0.39268441768379519E-2,0.80833823600241703E-2,0.19464875168307549,-0.20989495261414248E-3,4.6940029887245842,0.0000000000000000,0.0000000000000000,0.48155923693116165E-14
885,2730,7.4794520547945202,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.5850180435492280,5.5852074220413215,28.892922850632328,26.355860103544135,14.842475990182272,15.957172240371754,0.21917808219178082E-1,15.979057304059104,0.0000000000000000,0.21885063687350055E-1,0.21885063687350055E-1,0.51000055984975600E-2,0.50994849713209287E-2,0.11685573117531567E-1,0.51000055984975600E-2,0.50994849713209287E-2,0.11685573117531567E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.38279767262160572E-2,0.38281065264162591E-2,0.39584768941817138E-2,0.0000000000000000,0.48132206299019077E-3,0.39584768941817138E-2,0.39584768941817138E-2,0.81374053156225076E-2,0.19371099888943155,-0.18937849209343938E-3,4.7278111428007179,0.0000000000000000,0.0000000000000000,0.79519724138776837E-14
885,2760,7.5616438356164384,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.6233128099953014,5.6234836774355115,29.125731548010318,26.460638861629739,14.860570259495088,15.955583659214120,0.21917808219178082E-1,15.977634806979413,0.0000000000000000,0.22051147765293114E-1,0.22051147765293114E-1,0.51349022364543667E-2,0.51344324986716270E-2,0.11781813030167121E-1,0.51349022364543667E-2,0.51344324986716270E-2,0.11781813030167121E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.38542239958843740E-2,0.38543411085918515E-2,0.39903728658734518E-2,0.0000000000000000,0.48323528263098626E-3,0.39903728658734518E-2,0.39903728658734518E-2,0.81918003871072117E-2,0.19272647010618327,-0.17086744021010958E-3,4.7618772682765993,0.0000000000000000,0.0000000000000000,-0.86337187399365689E-14
885,2790,7.6438356164383565,1,4,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.50000000000000001E-2,5.6618680799130576,5.6620222456887035,29.360480005515914,26.566320959927236,14.878728107471462,15.948991506112822,0.21917808219178082E-1,15.971210097003926,0.0000000000000000,0.22218590891102931E-1,0.22218590891102931E-1,0.51700433492541664E-2,0.51696195266140114E-2,0.11878928015234753E-1,0.51700433492541664E-2,0.51696195266140114E-2,0.11878928015234753E-1,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.38806498148821508E-2,0.38807554802527101E-2,0.40225345945356789E-2,0.0000000000000000,0.48516499708364900E-3,0.40225345945356789E-2,0.40225345945356789E-2,0.82465702922185097E-2,0.19169534029350496,-0.15416577564586476E-3,4.7962022159965940,0.0000000000000000,0.0000000000000000,-0.27807617319908218E-14
